new_tc_id,title,purpose,source_sheet,source_row_numbers,source_tc_ids,conversion_type,conversion_note,priority,os,tc_attributes,automation_readiness,review_reason
CHAT_NEW_0292,앨범 피커 - 하프뷰 - 풀뷰 > 풀뷰 > 미디어 썸네일 > 임의 사진 선택 후 편집 - 앨범 풀뷰 확인 - 하프뷰 : 핸들러 위로 드래그,"사진, 동영상 썸네일 표시 - (Android) 전체보기, (iOS) 최근 항목 : 폴더 별 컨텐츠 개수 노출 (only android) - 사",5.일반채팅,429,CHAT_292,ONE_TO_ONE,원본 TC를 1:1로 구조화 변환,P1,common,"멀티디바이스OS, 설정상태유지, 콘텐츠미디어확인, 수동확인필요",MANUAL_ONLY,시각/음성/카메라 등 사람의 직접 확인이 필요한 표현이 포함됨
CHAT_NEW_0293,앨범 피커 - 하프뷰 - 풀뷰 > 풀뷰 > 미디어 썸네일 > 앨범 컬렉션 - 앨범 풀뷰 - 컬렉션 확인,컬렉션 노출 순서 *컬렉션 노출 순서는 현재 디바이스 앨범 기준으로 순서만 간단히 체크 - Android : 전체보기 > 동영상 > ... -,5.일반채팅,430,CHAT_293,ONE_TO_ONE,원본 TC를 1:1로 구조화 변환,P3,common,"멀티디바이스OS, 콘텐츠미디어확인, 수동확인필요",MANUAL_ONLY,시각/음성/카메라 등 사람의 직접 확인이 필요한 표현이 포함됨
CHAT_NEW_0294,앨범 피커 - 하프뷰 - 풀뷰 > 풀뷰 > 미디어 썸네일 > 선택 - 앨범 풀뷰 - 임의 사진 N개 선택,"1. 선택 순서에 따라 미디어 수 넘버링 - 전송 및 편집 버튼 활성화 상태로 변경 - 상단에 선택된 미디어 표시 - 121개 선택 시, ""미디",5.일반채팅,431,CHAT_294,SPLIT,원본 수행 절차를 Step 단위로 세분화,P1,common,"UI노출확인, 알림푸시확인, 콘텐츠미디어확인, 자동화후보",REVIEW_REQUIRED,일부 Step의 기대결과가 원본에 명시되지 않아 화면 노출 기준으로 보완됨
CHAT_NEW_0295,앨범 피커 - 하프뷰 - 풀뷰 > 풀뷰 - 핸들러 드래그 > 하프뷰 전환 > 선택 - 앨범 풀뷰 ➡️ 핸들러 아래로 드래그,"1. 풀뷰에서 핸들러를 아래로 드래그하면 하프뷰로 접힘 - 하프뷰로 접힐 때 선택 항목은 유지 2. 하프뷰에서 X버튼 누르면 사진피커 닫고, 키",5.일반채팅,433,CHAT_295,SPLIT,원본 수행 절차를 Step 단위로 세분화,P3,common,"기능동작확인, 설정상태유지, 콘텐츠미디어확인, 자동화후보",READY,
CHAT_NEW_0296,"앨범 피커 - 하프뷰 - 풀뷰 > 풀뷰 - 하단 영역 > 편집 sophia 0 > 설명문구 입력 - 하프뷰 / 풀 뷰 > 사진, 동영상 선택 > 편집기 진",1. 편집기 위에 설명문구 입력창 노출 - 플레이스 홀더 : 간단한 설명을 입력해주세요. 2. 미디어 자동 선택 됨 - 최대 50자까지 입력 가,5.일반채팅,436,CHAT_296,SPLIT,원본 수행 절차를 Step 단위로 세분화,P1,common,"예외에러확인, 설정상태유지, 콘텐츠미디어확인",REVIEW_REQUIRED,기대결과에 결론적 검증 표현(…됨/…되어야 함)이 부족하여 검토 필요
CHAT_NEW_0297,앨범 피커 - 하프뷰 - 풀뷰 > 풀뷰 - 하단 영역 > 편집 sophia 0 > 사진 편집 - 하프뷰 / 풀 뷰 > 사진 선택 > 편집기 실행,사진 편집기 화면으로 이동 - 상단 : (iOS only) 현재 미디어 순서 / 전체 미디어 갯수 : [전송] 버튼 - 미디어 영역 : 사진 및,5.일반채팅,437,CHAT_297,ONE_TO_ONE,원본 TC를 1:1로 구조화 변환,P1,common,"UI노출확인, 멀티디바이스OS, 콘텐츠미디어확인",REVIEW_REQUIRED,기대결과에 결론적 검증 표현(…됨/…되어야 함)이 부족하여 검토 필요
CHAT_NEW_0298,앨범 피커 - 하프뷰 - 풀뷰 > 풀뷰 - 하단 영역 > 편집 sophia 0 > 사진 편집 - 하프뷰 / 풀 뷰 > 사진 선택 > 편집 기능 사용,"1. 편집 시, 사진 뷰어에 실시간으로 반영됨 - 편집 적용된 기능 우상단에 업데이크 마크 노출 - 편집 기능 실행 시, 미디어 선택됨 2. 편",5.일반채팅,438,CHAT_298,SPLIT,원본 수행 절차를 Step 단위로 세분화,P1,common,"데이터변경확인, 기능동작확인, 콘텐츠미디어확인, 자동화후보",READY,
CHAT_NEW_0299,앨범 피커 - 하프뷰 - 풀뷰 > 풀뷰 - 하단 영역 > 편집 sophia 0 > GIF/Webp 편집 - 하프뷰 / 풀 뷰 > GIF 사진 선택 > 편집기 실행,편집 기능 미노출 (편집 기능 미지원 대상),5.일반채팅,439,CHAT_299,ONE_TO_ONE,원본 TC를 1:1로 구조화 변환,P1,common,"예외에러확인, 콘텐츠미디어확인",REVIEW_REQUIRED,기대결과에 결론적 검증 표현(…됨/…되어야 함)이 부족하여 검토 필요
CHAT_NEW_0300,"앨범 피커 - 하프뷰 - 풀뷰 > 풀뷰 - 하단 영역 > 편집 sophia 0 > 동영상 편집 - 퀵피커, 풀피커 > 동영상 선택 > 편집기 실행",동영상 편집기 화면으로 이동 - 상단 : (iOS only) 현재 미디어 순서 / 전체 미디어 갯수 : [전송] 버튼 - 미디어 영역 : 인코딩,5.일반채팅,441,CHAT_300,ONE_TO_ONE,원본 TC를 1:1로 구조화 변환,P1,common,"UI노출확인, 멀티디바이스OS, 콘텐츠미디어확인",REVIEW_REQUIRED,기대결과에 결론적 검증 표현(…됨/…되어야 함)이 부족하여 검토 필요
CHAT_NEW_0301,앨범 피커 - 하프뷰 - 풀뷰 > 풀뷰 - 하단 영역 > 편집 sophia 0 > 동영상 편집 - 하프뷰 / 풀 뷰 > 동영상 선택 > 편집 기능 사용,"1. 편집 시, 동영상 뷰어에 실시간으로 반영됨 - 편집 적용된 기능 우상단에 업데이크 마크 노출 - 편집 기능 실행 시, 미디어 선택됨 2.",5.일반채팅,442,CHAT_301,SPLIT,원본 수행 절차를 Step 단위로 세분화,P1,common,"데이터변경확인, 기능동작확인, 콘텐츠미디어확인, 자동화후보",READY,
CHAT_NEW_0302,앨범 피커 - 하프뷰 - 풀뷰 > 풀뷰 - 하단 영역 > 더보기 > 동영상 편집 - 1. 하프뷰 > 더보기 > 화질 설정 메뉴 확인,1. 화질 설정 메뉴 노출 - 사진 : 저용량 / 일반 화질 / 원본 (default) - 동영상 : 일반 화질 / 고화질 (default) 2,5.일반채팅,443,CHAT_302,ONE_TO_ONE,원본 TC를 1:1로 구조화 변환,P1,common,"UI노출확인, 콘텐츠미디어확인, 자동화후보",READY,
CHAT_NEW_0303,앨범 피커 - 하프뷰 - 풀뷰 > 풀뷰 - 하단 영역 > 사진 묶어보내기 OFF > 동영상 편집 - 앨범 풀뷰 > [사진 묶어보내기] 체크,"""최대 30장의 사진을 하나의 말풍선으로 묶어보낼 수 있습니다."" 문구 표시 - android 토스트 메시지, ios 팝업",5.일반채팅,444,CHAT_303,ONE_TO_ONE,원본 TC를 1:1로 구조화 변환,P2,common,"UI노출확인, 알림푸시확인, 멀티디바이스OS, 콘텐츠미디어확인",REVIEW_REQUIRED,기대결과에 결론적 검증 표현(…됨/…되어야 함)이 부족하여 검토 필요
CHAT_NEW_0304,앨범 피커 - 하프뷰 - 풀뷰 > 풀뷰 - 하단 영역 > 사진 묶어보내기 OFF > 사진 단일 전송 - 앨범 풀뷰 > 사진 선택 > [전송],채팅방 내 사진 말풍선으로 전송 완료,5.일반채팅,445,CHAT_304,ONE_TO_ONE,원본 TC를 1:1로 구조화 변환,P3,common,콘텐츠미디어확인,REVIEW_REQUIRED,기대결과에 결론적 검증 표현(…됨/…되어야 함)이 부족하여 검토 필요
CHAT_NEW_0305,앨범 피커 - 하프뷰 - 풀뷰 > 풀뷰 - 하단 영역 > 사진 묶어보내기 OFF > 사진 묶음 전송 - 앨범 풀뷰 > 사진 다중 선택 > [전송],채팅방 내 사진 말풍선으로 전송 완료 - Android : 사진 선택 순서에 따른 전송 순서는 보장되지 않음 - iOS : 사진 선택 순서에 따,5.일반채팅,446,CHAT_305,ONE_TO_ONE,원본 TC를 1:1로 구조화 변환,P1,common,"멀티디바이스OS, 콘텐츠미디어확인",REVIEW_REQUIRED,기대결과에 결론적 검증 표현(…됨/…되어야 함)이 부족하여 검토 필요
CHAT_NEW_0306,앨범 피커 - 하프뷰 - 풀뷰 > 풀뷰 - 하단 영역 > 사진 묶어보내기 OFF > 동영상 단일 전송 - 앨범 풀뷰 > 동영상 선택 > [전송],"채팅방 내 동영상 말풍선으로 개별 전송 완료 - 인코딩 (대기 > 압축 > 전송) 처리 후, 전송됨",5.일반채팅,447,CHAT_306,ONE_TO_ONE,원본 TC를 1:1로 구조화 변환,P3,common,"기능동작확인, 콘텐츠미디어확인, 자동화후보",READY,
CHAT_NEW_0307,"앨범 피커 - 하프뷰 - 풀뷰 > 풀뷰 - 하단 영역 > 사진 묶어보내기 OFF > 사진, 동영상 다중 전송 - 앨범 풀뷰 > 사진, 동영상 선택 > [전송]","채팅방 내 사진, 동영상 말풍선이 개별로 전송 완료",5.일반채팅,448,CHAT_307,ONE_TO_ONE,원본 TC를 1:1로 구조화 변환,P1,common,콘텐츠미디어확인,REVIEW_REQUIRED,기대결과에 결론적 검증 표현(…됨/…되어야 함)이 부족하여 검토 필요
CHAT_NEW_0308,앨범 피커 - 하프뷰 - 풀뷰 > 풀뷰 - 하단 영역 > 사진 묶어보내기 > ON > 사진 묶음 전송 - 앨범 풀뷰 > 사진 다중 선택 > [전송],채팅방 내 묶음말풍선으로 전송 완료 - 사진 선택 순서에 따라 전송 순서 보장 됨,5.일반채팅,450,CHAT_308,ONE_TO_ONE,원본 TC를 1:1로 구조화 변환,P1,common,콘텐츠미디어확인,REVIEW_REQUIRED,기대결과에 결론적 검증 표현(…됨/…되어야 함)이 부족하여 검토 필요
CHAT_NEW_0309,앨범 피커 - 하프뷰 - 풀뷰 > 풀뷰 - 하단 영역 > 사진 묶어보내기 > ON > 동영상 다중 전송 - 앨범 풀뷰 > 동영상 다중 선택 > [전송],"채팅방 내 동영상 말풍선으로 개별 전송 완료 - 인코딩 (대기 > 압축 > 전송) 처리 후, 전송됨 - Android : 사진 선택 순서에 따른",5.일반채팅,451,CHAT_309,ONE_TO_ONE,원본 TC를 1:1로 구조화 변환,P1,common,"기능동작확인, 멀티디바이스OS, 콘텐츠미디어확인, 자동화후보",READY,
CHAT_NEW_0310,"앨범 피커 - 하프뷰 - 풀뷰 > 풀뷰 - 하단 영역 > 사진 묶어보내기 > ON > 사진, 동영상 다중 전송 - 앨범 풀뷰 > 사진, 동영상 선택 > [전송]","채팅방 내 사진 말풍선은 묶어보내기로 전송되고, 동영상 말풍선은 개별로 전송 완료",5.일반채팅,452,CHAT_310,ONE_TO_ONE,원본 TC를 1:1로 구조화 변환,P3,common,콘텐츠미디어확인,REVIEW_REQUIRED,기대결과에 결론적 검증 표현(…됨/…되어야 함)이 부족하여 검토 필요
CHAT_NEW_0311,"앨범 피커 - 하프뷰 - 풀뷰 > 풀뷰 - 하단 영역 > 사진 묶어보내기 > ON > 설명문구 포함된 미디어 전송 - 퀵피커, 풀피커 > 미디어 선택 > [전송]","설명 문구가 포함된 미디어 전송 - 말풍선에 설명 아이콘 표시 - 상세 화면 진입 시, 설명 문구 표시",5.일반채팅,453,CHAT_311,ONE_TO_ONE,원본 TC를 1:1로 구조화 변환,P1,common,"UI노출확인, 콘텐츠미디어확인",REVIEW_REQUIRED,기대결과에 결론적 검증 표현(…됨/…되어야 함)이 부족하여 검토 필요
CHAT_NEW_0312,"앨범 피커 - 하프뷰 - 풀뷰 > 풀뷰 - 하단 영역 > 사진 묶어보내기 > ON > LTE 안내 팝업 - 퀵피커, 풀피커 > 사진, 동영상 선택 > [전송]","LTE 안내 팝업 노출 - ""사용 중인 요금제에 따라 데이터 요금이 발생할 수 있습니다. 계속 진행하시겠습니까?"" - [예/확인] : LTE 설",5.일반채팅,454,CHAT_312,ONE_TO_ONE,원본 TC를 1:1로 구조화 변환,P1,common,"기능동작확인, 예외에러확인, 알림푸시확인, 콘텐츠미디어확인, 자동화후보",READY,
CHAT_NEW_0313,앨범 피커 - 하프뷰 - 풀뷰 > 전송 불가 | 담당자 : yoona.h > 개별 컨텐츠 용량 초과 > 사진 - 20MB 이상 사진 선택 > [전송],파일 말풍선으로 전송,5.일반채팅,458,CHAT_313,ONE_TO_ONE,원본 TC를 1:1로 구조화 변환,P1,common,콘텐츠미디어확인,REVIEW_REQUIRED,기대결과에 결론적 검증 표현(…됨/…되어야 함)이 부족하여 검토 필요
CHAT_NEW_0314,앨범 피커 - 하프뷰 - 풀뷰 > 전송 불가 | 담당자 : yoona.h > 개별 컨텐츠 용량 초과 > 사진 - 20MB 미만 + 20MB 이상 사진 다중 선택 > [,"20mb 이상은 파일, 나머지 사진은 묶음 말풍선으로 전송됨",5.일반채팅,459,CHAT_314,ONE_TO_ONE,원본 TC를 1:1로 구조화 변환,P1,common,"기능동작확인, 콘텐츠미디어확인, 자동화후보",READY,
CHAT_NEW_0315,앨범 피커 - 하프뷰 - 풀뷰 > 전송 불가 | 담당자 : yoona.h > 개별 컨텐츠 용량 초과 > 사진 - 300MB 이상 사진 선택 > [전송],"전송 불가 팝업 노출 1) 일반채팅방 - Android : ""300MB 이상의 파일은 전송할 수 없습니다."" 토스트 메시지 - iOS : ""파일",5.일반채팅,460,CHAT_315,ONE_TO_ONE,원본 TC를 1:1로 구조화 변환,P1,common,"예외에러확인, 알림푸시확인, 멀티디바이스OS, 콘텐츠미디어확인",REVIEW_REQUIRED,기대결과에 결론적 검증 표현(…됨/…되어야 함)이 부족하여 검토 필요
CHAT_NEW_0316,앨범 피커 - 하프뷰 - 풀뷰 > 전송 불가 | 담당자 : yoona.h > 개별 컨텐츠 용량 초과 > 사진 - 300MB 미만 + 300MB 이상 사진 다중 선택 >,"전송 가능한 파일만 전송 처리 - Android : 전송 불가 토스트 메시지가 노출되며 선택 불가 - iOS : 전송 불가 팝업 발생 후, 해당",5.일반채팅,461,CHAT_316,ONE_TO_ONE,원본 TC를 1:1로 구조화 변환,P1,common,"예외에러확인, 알림푸시확인, 멀티디바이스OS, 콘텐츠미디어확인",REVIEW_REQUIRED,기대결과에 결론적 검증 표현(…됨/…되어야 함)이 부족하여 검토 필요
CHAT_NEW_0317,앨범 피커 - 하프뷰 - 풀뷰 > 전송 불가 | 담당자 : yoona.h > 개별 컨텐츠 용량 초과 > 동영상 - 300MB 이상 동영상 선택 > [전송],"1. 전송 불가 팝업 노출 1) 일반채팅방 - Android : ""300MB 이상의 파일은 전송할 수 없습니다."" 토스트 메시지 - iOS :",5.일반채팅,463,CHAT_317,ONE_TO_ONE,원본 TC를 1:1로 구조화 변환,P1,common,"예외에러확인, 알림푸시확인, 멀티디바이스OS, 콘텐츠미디어확인",REVIEW_REQUIRED,기대결과에 결론적 검증 표현(…됨/…되어야 함)이 부족하여 검토 필요
CHAT_NEW_0318,앨범 피커 - 하프뷰 - 풀뷰 > 전송 불가 | 담당자 : yoona.h > 개별 컨텐츠 용량 초과 > 동영상 - 300MB 미만 + 300MB 이상 동영상 다중 선택,"전송 가능한 파일만 전송 처리 - Android : 전송 불가 토스트 메시지가 노출되며 선택 불가 - iOS : 전송 불가 팝업 발생 후, 해당",5.일반채팅,464,CHAT_318,ONE_TO_ONE,원본 TC를 1:1로 구조화 변환,P1,common,"예외에러확인, 알림푸시확인, 멀티디바이스OS, 콘텐츠미디어확인",REVIEW_REQUIRED,기대결과에 결론적 검증 표현(…됨/…되어야 함)이 부족하여 검토 필요
CHAT_NEW_0319,말풍선 > 라이브 텍스트 지원 단말 - Only iOS 16 > 라이브 텍스트 OFF > 툴바 뷰 - 단일 말풍선 라이브 텍스트 버튼 선택,1. 툴바뷰로 바로 이동됨 2. 툴바 뷰 오른쪽 아래 텍스트 인식 아이콘 노출됨 - 라이브텍스트 버튼 노출과 함께 하이라이트 적용됨 3. 메시지,5.일반채팅,468,CHAT_319,SPLIT,원본 수행 절차를 Step 단위로 세분화,P3,common,"UI노출확인, 기능동작확인, 자동화후보",READY,
CHAT_NEW_0320,말풍선 > 라이브 텍스트 지원 단말 - Only iOS 16 > 라이브 텍스트 OFF > 클린뷰 - 클린 뷰 라이브 텍스트 버튼 노출여부 확인,클린뷰는 인식 아이콘 미노출 됨 - 라이브 텍스트를 활성화한 경우 활성화 상태에서의 클린뷰 진입은 가능,5.일반채팅,469,CHAT_320,ONE_TO_ONE,원본 TC를 1:1로 구조화 변환,P3,common,,REVIEW_REQUIRED,기대결과에 결론적 검증 표현(…됨/…되어야 함)이 부족하여 검토 필요
CHAT_NEW_0321,말풍선 > 라이브 텍스트 지원 단말 - Only iOS 16 > 라이브 텍스트 OFF > 클린뷰 - 대화방에 분석가능 이미지 수/발신,1. 말풍선 우하단 라이브텍스트 버튼 미노출됨 2. 클린뷰 전환 시 라이브텍스트 버튼 미노출 3. 텍스트 드래그 불가 4. 라이브 텍스트 버튼,5.일반채팅,470,CHAT_321,SPLIT,원본 수행 절차를 Step 단위로 세분화,P2,common,"UI노출확인, 예외에러확인, 멀티디바이스OS, 콘텐츠미디어확인, 자동화후보",REVIEW_REQUIRED,일부 Step의 기대결과가 원본에 명시되지 않아 화면 노출 기준으로 보완됨
CHAT_NEW_0322,말풍선 > 라이브 텍스트 지원 단말 - Only iOS 16 > 라이브 텍스트 OFF > 툴바 뷰 - 대화방에 분석가능 이미지 수/발신,1. 말풍선 우하단 라이브텍스트 버튼 미노출됨 2. 툴바뷰 전환 시 라이브텍스트 버튼 미노출 3. 텍스트 드래그 불가 4. 라이브 텍스트 버튼,5.일반채팅,471,CHAT_322,SPLIT,원본 수행 절차를 Step 단위로 세분화,P2,common,"UI노출확인, 예외에러확인, 멀티디바이스OS, 콘텐츠미디어확인, 자동화후보",REVIEW_REQUIRED,일부 Step의 기대결과가 원본에 명시되지 않아 화면 노출 기준으로 보완됨
CHAT_NEW_0323,말풍선 > 라이브 텍스트 지원 단말 - Only iOS 16 > 라이브 텍스트 ON > 클린뷰 - 대화방에 분석가능 이미지 수/발신,1. 텍스트 분석이 가능한 이미지 단일 말풍선 우하단 [라이브 텍스트 버튼] 노출됨 2. 클릭 시 클린뷰 (상세뷰)에서 라이브텍스트 모드로 진입,5.일반채팅,473,CHAT_323,SPLIT,원본 수행 절차를 Step 단위로 세분화,P1,ios,"UI노출확인, 콘텐츠미디어확인, 자동화후보",REVIEW_REQUIRED,일부 Step의 기대결과가 원본에 명시되지 않아 화면 노출 기준으로 보완됨
CHAT_NEW_0324,말풍선 > 라이브 텍스트 지원 단말 - Only iOS 16 > 라이브 텍스트 ON > 툴바 뷰 - 클린뷰 선택 하여 -> 툴바뷰로 전환,3. [라이브텍스트 버튼]에 파란색 하이라이트 적용됨 4. 텍스트 분석이 정상적으로 동작함,5.일반채팅,474,CHAT_324,SPLIT,원본 수행 절차를 Step 단위로 세분화,P1,ios,"UI노출확인, 콘텐츠미디어확인, 자동화후보",REVIEW_REQUIRED,일부 Step의 기대결과가 원본에 명시되지 않아 화면 노출 기준으로 보완됨
CHAT_NEW_0325,말풍선 > 송수신 > 사진 수/발신 > 툴바 뷰 - 사진 말풍선 송신 및 수신,"1. 사진 수/발신 정상 동작 2. ""사진을 보냈습니다."" 문구 노출 3. 개별/묶음 설정에 따라 사진 말풍선 노출 - 클릭 시, 사진 상세 화",5.일반채팅,476,CHAT_325,SPLIT,원본 수행 절차를 Step 단위로 세분화,P1,common,"UI노출확인, 콘텐츠미디어확인",REVIEW_REQUIRED,기대결과에 결론적 검증 표현(…됨/…되어야 함)이 부족하여 검토 필요
CHAT_NEW_0326,말풍선 > 송수신 > 사진 수/발신 > 동영상 - 동영상 말풍선 송신 및 수신,"1. 사진 수/발신 정상 동작 2. ""동영상을 보냈습니다."" 문구 노출 3. 동영상 말풍선 개별 노출 - 클릭 시, 동영상 상세 화면으로 이동",5.일반채팅,477,CHAT_326,SPLIT,원본 수행 절차를 Step 단위로 세분화,P1,common,"UI노출확인, 콘텐츠미디어확인",REVIEW_REQUIRED,기대결과에 결론적 검증 표현(…됨/…되어야 함)이 부족하여 검토 필요
CHAT_NEW_0327,말풍선 > 컨텍스트 메뉴 > 사진 > 동영상 - 사진 말풍선 > 롱탭하여 제공 메뉴 확인,- 말풍선 리액션 (가변위치) - 답장 - 공유 - 나에게 - ChatGPT - 공지 - #검색 - 책갈피 설정 - 캡쳐 - 삭제 - 신고(친구,5.일반채팅,479,CHAT_327,ONE_TO_ONE,원본 TC를 1:1로 구조화 변환,P1,common,콘텐츠미디어확인,REVIEW_REQUIRED,기대결과에 결론적 검증 표현(…됨/…되어야 함)이 부족하여 검토 필요
CHAT_NEW_0328,말풍선 > 컨텍스트 메뉴 > 동영상 > 동영상 - 동영상 말풍선 > 롱탭하여 제공 메뉴 확인,- 말풍선 리액션 (가변위치) - 답장 - 공유 - 나에게 - 공지 - 책갈피 설정 - 캡쳐 - 삭제 - 신고(친구 아닌 사용자가 보낸경우) *,5.일반채팅,480,CHAT_328,ONE_TO_ONE,원본 TC를 1:1로 구조화 변환,P1,common,콘텐츠미디어확인,REVIEW_REQUIRED,기대결과에 결론적 검증 표현(…됨/…되어야 함)이 부족하여 검토 필요
CHAT_NEW_0329,진입점 / 전체 UI > 촬영 메뉴 제공 확인 > 동영상 > 동영상 - 플러스메뉴 > 카메라 탭,[Android] 촬영 제공 메뉴 팝업 노출 - 촬영 사진 촬영 동영상 촬영 [iOS] 카메라 실행 후 비디오 / 사진 메뉴 제공,5.일반채팅,483,CHAT_329,ONE_TO_ONE,원본 TC를 1:1로 구조화 변환,P1,common,"알림푸시확인, 멀티디바이스OS, 콘텐츠미디어확인, 수동확인필요",MANUAL_ONLY,시각/음성/카메라 등 사람의 직접 확인이 필요한 표현이 포함됨
CHAT_NEW_0330,진입점 / 전체 UI > 사진 > 촬영 후 바로 전송 > 편집 없음 - [Android] 플러스메뉴 > 카메라 > [사진 촬영,- 촬영한 사진이 전송 됨 - 화질 : 전체 설정 > 채팅 > 사진 화질 에 설정된 화질 기준으로 전송 됨,5.일반채팅,486,CHAT_330,ONE_TO_ONE,원본 TC를 1:1로 구조화 변환,P2,common,"멀티디바이스OS, 콘텐츠미디어확인, 수동확인필요",MANUAL_ONLY,시각/음성/카메라 등 사람의 직접 확인이 필요한 표현이 포함됨
CHAT_NEW_0331,진입점 / 전체 UI > 사진 > 촬영 후 바로 전송 > 편집 있음 - [Android],"1. 제공되는 편집 모드로 편집 가능 - 편집기 위에 설명문구 입력창 노출 - 편집기 : 필터, 자르기, 회전, 텍스트입력, 스티커, 그리기 2",5.일반채팅,487,CHAT_331,SPLIT,원본 수행 절차를 Step 단위로 세분화,P1,common,"멀티디바이스OS, 콘텐츠미디어확인, 수동확인필요",MANUAL_ONLY,시각/음성/카메라 등 사람의 직접 확인이 필요한 표현이 포함됨
CHAT_NEW_0332,"진입점 / 전체 UI > 편집 > 촬영 후 다시 찍기 > 편집 후, 사진 전송 - [Android]",1. 촬영 모드로 전환 2. 재촬영한 사진이 전송 됨,5.일반채팅,492,CHAT_332,SPLIT,원본 수행 절차를 Step 단위로 세분화,P1,common,"멀티디바이스OS, 콘텐츠미디어확인, 수동확인필요",MANUAL_ONLY,시각/음성/카메라 등 사람의 직접 확인이 필요한 표현이 포함됨
CHAT_NEW_0333,진입점 / 전체 UI > 동영상 > 촬영 후 바로 전송 > 편집 없음 - [Android] 플러스메뉴 > 카메라 > [동영상 촬,촬영한 동영상이 전송 됨 * 화질 : 전체 설정 > 채팅 > 동영상 화질 에 설정된 화질 기준으로 전송 됨,5.일반채팅,495,CHAT_333,ONE_TO_ONE,원본 TC를 1:1로 구조화 변환,P2,common,"멀티디바이스OS, 콘텐츠미디어확인, 수동확인필요",MANUAL_ONLY,시각/음성/카메라 등 사람의 직접 확인이 필요한 표현이 포함됨
CHAT_NEW_0334,진입점 / 전체 UI > 동영상 > 촬영 후 바로 전송 > 편집 있음 - [Android],"1. 제공되는 편집 모드로 편집 가능 - 편집기 위에 설면문구 입력창 노출 - 편집기 : 자르기, 필터, 회전, 소리on/off 2. 촬영 후",5.일반채팅,496,CHAT_334,SPLIT,원본 수행 절차를 Step 단위로 세분화,P1,common,"멀티디바이스OS, 콘텐츠미디어확인, 수동확인필요",MANUAL_ONLY,시각/음성/카메라 등 사람의 직접 확인이 필요한 표현이 포함됨
CHAT_NEW_0335,"진입점 / 전체 UI > 편집 > 촬영 후 다시 찍기 > 편집 후, 동영상 전송 - [Android]",1. 동영상 촬영 모드로 전환 2. 재촬영한 동영상이 전송 됨,5.일반채팅,500,CHAT_335,SPLIT,원본 수행 절차를 Step 단위로 세분화,P3,common,"멀티디바이스OS, 콘텐츠미디어확인, 수동확인필요",MANUAL_ONLY,시각/음성/카메라 등 사람의 직접 확인이 필요한 표현이 포함됨
CHAT_NEW_0336,"말풍선 > 송수신 > 사진 > 편집 후, 동영상 전송 - 사진 말풍선 송신 및 수신","1. 사진 말풍선 노출 2. ""사진을 보냈습니다."" 문구 노출 3. 개별/묶음 설정에 따라 사진 말풍선 노출 - 클릭 시, 사진 상세 화면으로",5.일반채팅,503,CHAT_336,SPLIT,원본 수행 절차를 Step 단위로 세분화,P1,common,"UI노출확인, 콘텐츠미디어확인",REVIEW_REQUIRED,기대결과에 결론적 검증 표현(…됨/…되어야 함)이 부족하여 검토 필요
CHAT_NEW_0337,"말풍선 > 송수신 > 동영상 > 편집 후, 동영상 전송 - 동영상 말풍선 송신 및 수신","1. 사진 수/발신 정상 동작 2. ""동영상을 보냈습니다."" 문구 노출 3. 동영상 말풍선 개별 노출 - 클릭 시, 동영상 상세 화면으로 이동",5.일반채팅,504,CHAT_337,SPLIT,원본 수행 절차를 Step 단위로 세분화,P1,common,"UI노출확인, 콘텐츠미디어확인",REVIEW_REQUIRED,기대결과에 결론적 검증 표현(…됨/…되어야 함)이 부족하여 검토 필요
CHAT_NEW_0338,"말풍선 > 컨텍스트 메뉴 > 사진 > 편집 후, 동영상 전송 - 사진 말풍선 > 롱탭하여 제공 메뉴 확인",- 말풍선 리액션 (가변위치) - 답장 - 공유 - 나에게 - ChatGPT - 공지 - #검색 - 책갈피 설정 - 캡쳐 - 삭제 - 신고(친구,5.일반채팅,506,CHAT_338,ONE_TO_ONE,원본 TC를 1:1로 구조화 변환,P1,common,콘텐츠미디어확인,REVIEW_REQUIRED,기대결과에 결론적 검증 표현(…됨/…되어야 함)이 부족하여 검토 필요
CHAT_NEW_0339,"말풍선 > 컨텍스트 메뉴 > 동영상 > 편집 후, 동영상 전송 - 동영상 말풍선 > 롱탭하여 제공 메뉴 확인",- 말풍선 리액션 (가변위치) - 답장 - 공유 - 나에게 - 공지 - 책갈피 설정 - 캡쳐 - 삭제 - 신고(친구 아닌 사용자가 보낸경우) *,5.일반채팅,507,CHAT_339,ONE_TO_ONE,원본 TC를 1:1로 구조화 변환,P1,common,콘텐츠미디어확인,REVIEW_REQUIRED,기대결과에 결론적 검증 표현(…됨/…되어야 함)이 부족하여 검토 필요
CHAT_NEW_0340,"진입점 / 전체 UI > 1:1 채팅방 > 동영상 > 편집 후, 동영상 전송 - 플러스메뉴 > [선물하기] 탭",1. 선물하기 전용 웹뷰 구동 2. 선물하기 종료 후 채팅방으로 복귀,5.일반채팅,510,CHAT_340,SPLIT,원본 수행 절차를 Step 단위로 세분화,P1,common,설정상태유지,REVIEW_REQUIRED,기대결과에 결론적 검증 표현(…됨/…되어야 함)이 부족하여 검토 필요
