service_name,row_number,issue_type,issue_reason,priority,os,category_path,test_step,expected_result
19.톡클라우드_백복(로직),96,ambiguous_expected_result,기대결과가 비어 있음,P3,common,"- 챗로그 + 미디어 
ㄴ 나와의 채팅방 
ㄴ 일반채팅방 (1:1/그룹)
ㄴ 팀채팅방  

- 챗로그 
ㄴ 플러스 친구 > 챗로그 타입 

1. 텍스트
6. 이모티콘
9. 카카오링크
11. 미니홈아바타
12. 스티커
13. 일정
14. 투표
16. 위치정보
17. 프로필
20. 움직이는 스티커
22. 액션콘
23. 검색
24. 톡모임
25. 큰 이모티콘
26. 답장 말풍선
51. 보이스톡/페이스톡
52. 라이브톡
71. 레버리지 말풍선
72. 알림톡 말풍선
73. 채널 동영상 말풍선
93. 커스텀템플릿
94. 통합API 템플릿
95. 통합API(2) 템플릿 > 복원 후 > 13. 일정",,
19.톡클라우드_백복(로직),97,ambiguous_test_step,Test Step이 비어 있음,P3,common,"- 챗로그 + 미디어 
ㄴ 나와의 채팅방 
ㄴ 일반채팅방 (1:1/그룹)
ㄴ 팀채팅방  

- 챗로그 
ㄴ 플러스 친구 > 챗로그 타입 

1. 텍스트
6. 이모티콘
9. 카카오링크
11. 미니홈아바타
12. 스티커
13. 일정
14. 투표
16. 위치정보
17. 프로필
20. 움직이는 스티커
22. 액션콘
23. 검색
24. 톡모임
25. 큰 이모티콘
26. 답장 말풍선
51. 보이스톡/페이스톡
52. 라이브톡
71. 레버리지 말풍선
72. 알림톡 말풍선
73. 채널 동영상 말풍선
93. 커스텀템플릿
94. 통합API 템플릿
95. 통합API(2) 템플릿 > 복원 후 > 14. 투표",,
19.톡클라우드_백복(로직),97,ambiguous_expected_result,기대결과가 비어 있음,P3,common,"- 챗로그 + 미디어 
ㄴ 나와의 채팅방 
ㄴ 일반채팅방 (1:1/그룹)
ㄴ 팀채팅방  

- 챗로그 
ㄴ 플러스 친구 > 챗로그 타입 

1. 텍스트
6. 이모티콘
9. 카카오링크
11. 미니홈아바타
12. 스티커
13. 일정
14. 투표
16. 위치정보
17. 프로필
20. 움직이는 스티커
22. 액션콘
23. 검색
24. 톡모임
25. 큰 이모티콘
26. 답장 말풍선
51. 보이스톡/페이스톡
52. 라이브톡
71. 레버리지 말풍선
72. 알림톡 말풍선
73. 채널 동영상 말풍선
93. 커스텀템플릿
94. 통합API 템플릿
95. 통합API(2) 템플릿 > 복원 후 > 14. 투표",,
19.톡클라우드_백복(로직),98,ambiguous_test_step,Test Step이 비어 있음,P3,common,"- 챗로그 + 미디어 
ㄴ 나와의 채팅방 
ㄴ 일반채팅방 (1:1/그룹)
ㄴ 팀채팅방  

- 챗로그 
ㄴ 플러스 친구 > 챗로그 타입 

1. 텍스트
6. 이모티콘
9. 카카오링크
11. 미니홈아바타
12. 스티커
13. 일정
14. 투표
16. 위치정보
17. 프로필
20. 움직이는 스티커
22. 액션콘
23. 검색
24. 톡모임
25. 큰 이모티콘
26. 답장 말풍선
51. 보이스톡/페이스톡
52. 라이브톡
71. 레버리지 말풍선
72. 알림톡 말풍선
73. 채널 동영상 말풍선
93. 커스텀템플릿
94. 통합API 템플릿
95. 통합API(2) 템플릿 > 복원 후 > 16. 위치정보",,
19.톡클라우드_백복(로직),98,ambiguous_expected_result,기대결과가 비어 있음,P3,common,"- 챗로그 + 미디어 
ㄴ 나와의 채팅방 
ㄴ 일반채팅방 (1:1/그룹)
ㄴ 팀채팅방  

- 챗로그 
ㄴ 플러스 친구 > 챗로그 타입 

1. 텍스트
6. 이모티콘
9. 카카오링크
11. 미니홈아바타
12. 스티커
13. 일정
14. 투표
16. 위치정보
17. 프로필
20. 움직이는 스티커
22. 액션콘
23. 검색
24. 톡모임
25. 큰 이모티콘
26. 답장 말풍선
51. 보이스톡/페이스톡
52. 라이브톡
71. 레버리지 말풍선
72. 알림톡 말풍선
73. 채널 동영상 말풍선
93. 커스텀템플릿
94. 통합API 템플릿
95. 통합API(2) 템플릿 > 복원 후 > 16. 위치정보",,
19.톡클라우드_백복(로직),99,ambiguous_test_step,Test Step이 비어 있음,P3,common,"- 챗로그 + 미디어 
ㄴ 나와의 채팅방 
ㄴ 일반채팅방 (1:1/그룹)
ㄴ 팀채팅방  

- 챗로그 
ㄴ 플러스 친구 > 챗로그 타입 

1. 텍스트
6. 이모티콘
9. 카카오링크
11. 미니홈아바타
12. 스티커
13. 일정
14. 투표
16. 위치정보
17. 프로필
20. 움직이는 스티커
22. 액션콘
23. 검색
24. 톡모임
25. 큰 이모티콘
26. 답장 말풍선
51. 보이스톡/페이스톡
52. 라이브톡
71. 레버리지 말풍선
72. 알림톡 말풍선
73. 채널 동영상 말풍선
93. 커스텀템플릿
94. 통합API 템플릿
95. 통합API(2) 템플릿 > 복원 후 > 17. 프로필",,
19.톡클라우드_백복(로직),99,ambiguous_expected_result,기대결과가 비어 있음,P3,common,"- 챗로그 + 미디어 
ㄴ 나와의 채팅방 
ㄴ 일반채팅방 (1:1/그룹)
ㄴ 팀채팅방  

- 챗로그 
ㄴ 플러스 친구 > 챗로그 타입 

1. 텍스트
6. 이모티콘
9. 카카오링크
11. 미니홈아바타
12. 스티커
13. 일정
14. 투표
16. 위치정보
17. 프로필
20. 움직이는 스티커
22. 액션콘
23. 검색
24. 톡모임
25. 큰 이모티콘
26. 답장 말풍선
51. 보이스톡/페이스톡
52. 라이브톡
71. 레버리지 말풍선
72. 알림톡 말풍선
73. 채널 동영상 말풍선
93. 커스텀템플릿
94. 통합API 템플릿
95. 통합API(2) 템플릿 > 복원 후 > 17. 프로필",,
19.톡클라우드_백복(로직),100,ambiguous_test_step,Test Step이 비어 있음,P1,common,"- 챗로그 + 미디어 
ㄴ 나와의 채팅방 
ㄴ 일반채팅방 (1:1/그룹)
ㄴ 팀채팅방  

- 챗로그 
ㄴ 플러스 친구 > 챗로그 타입 

1. 텍스트
6. 이모티콘
9. 카카오링크
11. 미니홈아바타
12. 스티커
13. 일정
14. 투표
16. 위치정보
17. 프로필
20. 움직이는 스티커
22. 액션콘
23. 검색
24. 톡모임
25. 큰 이모티콘
26. 답장 말풍선
51. 보이스톡/페이스톡
52. 라이브톡
71. 레버리지 말풍선
72. 알림톡 말풍선
73. 채널 동영상 말풍선
93. 커스텀템플릿
94. 통합API 템플릿
95. 통합API(2) 템플릿 > 복원 후 > 20. 움직이는 스티커",,
19.톡클라우드_백복(로직),100,ambiguous_expected_result,기대결과가 비어 있음,P1,common,"- 챗로그 + 미디어 
ㄴ 나와의 채팅방 
ㄴ 일반채팅방 (1:1/그룹)
ㄴ 팀채팅방  

- 챗로그 
ㄴ 플러스 친구 > 챗로그 타입 

1. 텍스트
6. 이모티콘
9. 카카오링크
11. 미니홈아바타
12. 스티커
13. 일정
14. 투표
16. 위치정보
17. 프로필
20. 움직이는 스티커
22. 액션콘
23. 검색
24. 톡모임
25. 큰 이모티콘
26. 답장 말풍선
51. 보이스톡/페이스톡
52. 라이브톡
71. 레버리지 말풍선
72. 알림톡 말풍선
73. 채널 동영상 말풍선
93. 커스텀템플릿
94. 통합API 템플릿
95. 통합API(2) 템플릿 > 복원 후 > 20. 움직이는 스티커",,
19.톡클라우드_백복(로직),102,ambiguous_test_step,Test Step이 비어 있음,P3,common,"- 챗로그 + 미디어 
ㄴ 나와의 채팅방 
ㄴ 일반채팅방 (1:1/그룹)
ㄴ 팀채팅방  

- 챗로그 
ㄴ 플러스 친구 > 챗로그 타입 

1. 텍스트
6. 이모티콘
9. 카카오링크
11. 미니홈아바타
12. 스티커
13. 일정
14. 투표
16. 위치정보
17. 프로필
20. 움직이는 스티커
22. 액션콘
23. 검색
24. 톡모임
25. 큰 이모티콘
26. 답장 말풍선
51. 보이스톡/페이스톡
52. 라이브톡
71. 레버리지 말풍선
72. 알림톡 말풍선
73. 채널 동영상 말풍선
93. 커스텀템플릿
94. 통합API 템플릿
95. 통합API(2) 템플릿 > 복원 후 > 23. 71. 검색",,
19.톡클라우드_백복(로직),102,ambiguous_expected_result,기대결과가 비어 있음,P3,common,"- 챗로그 + 미디어 
ㄴ 나와의 채팅방 
ㄴ 일반채팅방 (1:1/그룹)
ㄴ 팀채팅방  

- 챗로그 
ㄴ 플러스 친구 > 챗로그 타입 

1. 텍스트
6. 이모티콘
9. 카카오링크
11. 미니홈아바타
12. 스티커
13. 일정
14. 투표
16. 위치정보
17. 프로필
20. 움직이는 스티커
22. 액션콘
23. 검색
24. 톡모임
25. 큰 이모티콘
26. 답장 말풍선
51. 보이스톡/페이스톡
52. 라이브톡
71. 레버리지 말풍선
72. 알림톡 말풍선
73. 채널 동영상 말풍선
93. 커스텀템플릿
94. 통합API 템플릿
95. 통합API(2) 템플릿 > 복원 후 > 23. 71. 검색",,
19.톡클라우드_백복(로직),103,ambiguous_test_step,Test Step이 비어 있음,P1,common,"- 챗로그 + 미디어 
ㄴ 나와의 채팅방 
ㄴ 일반채팅방 (1:1/그룹)
ㄴ 팀채팅방  

- 챗로그 
ㄴ 플러스 친구 > 챗로그 타입 

1. 텍스트
6. 이모티콘
9. 카카오링크
11. 미니홈아바타
12. 스티커
13. 일정
14. 투표
16. 위치정보
17. 프로필
20. 움직이는 스티커
22. 액션콘
23. 검색
24. 톡모임
25. 큰 이모티콘
26. 답장 말풍선
51. 보이스톡/페이스톡
52. 라이브톡
71. 레버리지 말풍선
72. 알림톡 말풍선
73. 채널 동영상 말풍선
93. 커스텀템플릿
94. 통합API 템플릿
95. 통합API(2) 템플릿 > 복원 후 > 24. 톡모임
- 공지/사진/동영상/파일 게시글 말풍선",,
19.톡클라우드_백복(로직),103,ambiguous_expected_result,기대결과가 비어 있음,P1,common,"- 챗로그 + 미디어 
ㄴ 나와의 채팅방 
ㄴ 일반채팅방 (1:1/그룹)
ㄴ 팀채팅방  

- 챗로그 
ㄴ 플러스 친구 > 챗로그 타입 

1. 텍스트
6. 이모티콘
9. 카카오링크
11. 미니홈아바타
12. 스티커
13. 일정
14. 투표
16. 위치정보
17. 프로필
20. 움직이는 스티커
22. 액션콘
23. 검색
24. 톡모임
25. 큰 이모티콘
26. 답장 말풍선
51. 보이스톡/페이스톡
52. 라이브톡
71. 레버리지 말풍선
72. 알림톡 말풍선
73. 채널 동영상 말풍선
93. 커스텀템플릿
94. 통합API 템플릿
95. 통합API(2) 템플릿 > 복원 후 > 24. 톡모임
- 공지/사진/동영상/파일 게시글 말풍선",,
19.톡클라우드_백복(로직),104,ambiguous_test_step,Test Step이 비어 있음,P3,common,"- 챗로그 + 미디어 
ㄴ 나와의 채팅방 
ㄴ 일반채팅방 (1:1/그룹)
ㄴ 팀채팅방  

- 챗로그 
ㄴ 플러스 친구 > 챗로그 타입 

1. 텍스트
6. 이모티콘
9. 카카오링크
11. 미니홈아바타
12. 스티커
13. 일정
14. 투표
16. 위치정보
17. 프로필
20. 움직이는 스티커
22. 액션콘
23. 검색
24. 톡모임
25. 큰 이모티콘
26. 답장 말풍선
51. 보이스톡/페이스톡
52. 라이브톡
71. 레버리지 말풍선
72. 알림톡 말풍선
73. 채널 동영상 말풍선
93. 커스텀템플릿
94. 통합API 템플릿
95. 통합API(2) 템플릿 > 복원 후 > 25. 큰 이모티콘",,
19.톡클라우드_백복(로직),104,ambiguous_expected_result,기대결과가 비어 있음,P3,common,"- 챗로그 + 미디어 
ㄴ 나와의 채팅방 
ㄴ 일반채팅방 (1:1/그룹)
ㄴ 팀채팅방  

- 챗로그 
ㄴ 플러스 친구 > 챗로그 타입 

1. 텍스트
6. 이모티콘
9. 카카오링크
11. 미니홈아바타
12. 스티커
13. 일정
14. 투표
16. 위치정보
17. 프로필
20. 움직이는 스티커
22. 액션콘
23. 검색
24. 톡모임
25. 큰 이모티콘
26. 답장 말풍선
51. 보이스톡/페이스톡
52. 라이브톡
71. 레버리지 말풍선
72. 알림톡 말풍선
73. 채널 동영상 말풍선
93. 커스텀템플릿
94. 통합API 템플릿
95. 통합API(2) 템플릿 > 복원 후 > 25. 큰 이모티콘",,
19.톡클라우드_백복(로직),105,ambiguous_test_step,Test Step이 비어 있음,P1,common,"- 챗로그 + 미디어 
ㄴ 나와의 채팅방 
ㄴ 일반채팅방 (1:1/그룹)
ㄴ 팀채팅방  

- 챗로그 
ㄴ 플러스 친구 > 챗로그 타입 

1. 텍스트
6. 이모티콘
9. 카카오링크
11. 미니홈아바타
12. 스티커
13. 일정
14. 투표
16. 위치정보
17. 프로필
20. 움직이는 스티커
22. 액션콘
23. 검색
24. 톡모임
25. 큰 이모티콘
26. 답장 말풍선
51. 보이스톡/페이스톡
52. 라이브톡
71. 레버리지 말풍선
72. 알림톡 말풍선
73. 채널 동영상 말풍선
93. 커스텀템플릿
94. 통합API 템플릿
95. 통합API(2) 템플릿 > 복원 후 > 26. 답장 말풍선",,
19.톡클라우드_백복(로직),105,ambiguous_expected_result,기대결과가 비어 있음,P1,common,"- 챗로그 + 미디어 
ㄴ 나와의 채팅방 
ㄴ 일반채팅방 (1:1/그룹)
ㄴ 팀채팅방  

- 챗로그 
ㄴ 플러스 친구 > 챗로그 타입 

1. 텍스트
6. 이모티콘
9. 카카오링크
11. 미니홈아바타
12. 스티커
13. 일정
14. 투표
16. 위치정보
17. 프로필
20. 움직이는 스티커
22. 액션콘
23. 검색
24. 톡모임
25. 큰 이모티콘
26. 답장 말풍선
51. 보이스톡/페이스톡
52. 라이브톡
71. 레버리지 말풍선
72. 알림톡 말풍선
73. 채널 동영상 말풍선
93. 커스텀템플릿
94. 통합API 템플릿
95. 통합API(2) 템플릿 > 복원 후 > 26. 답장 말풍선",,
19.톡클라우드_백복(로직),106,ambiguous_test_step,Test Step이 비어 있음,P3,common,"- 챗로그 + 미디어 
ㄴ 나와의 채팅방 
ㄴ 일반채팅방 (1:1/그룹)
ㄴ 팀채팅방  

- 챗로그 
ㄴ 플러스 친구 > 챗로그 타입 

1. 텍스트
6. 이모티콘
9. 카카오링크
11. 미니홈아바타
12. 스티커
13. 일정
14. 투표
16. 위치정보
17. 프로필
20. 움직이는 스티커
22. 액션콘
23. 검색
24. 톡모임
25. 큰 이모티콘
26. 답장 말풍선
51. 보이스톡/페이스톡
52. 라이브톡
71. 레버리지 말풍선
72. 알림톡 말풍선
73. 채널 동영상 말풍선
93. 커스텀템플릿
94. 통합API 템플릿
95. 통합API(2) 템플릿 > 복원 후 > 51. 보이스톡/페이스톡
 - 보이스톡 : ""통화 녹음 시작""해서 파일 생성 후 확인",,
19.톡클라우드_백복(로직),106,ambiguous_expected_result,기대결과가 비어 있음,P3,common,"- 챗로그 + 미디어 
ㄴ 나와의 채팅방 
ㄴ 일반채팅방 (1:1/그룹)
ㄴ 팀채팅방  

- 챗로그 
ㄴ 플러스 친구 > 챗로그 타입 

1. 텍스트
6. 이모티콘
9. 카카오링크
11. 미니홈아바타
12. 스티커
13. 일정
14. 투표
16. 위치정보
17. 프로필
20. 움직이는 스티커
22. 액션콘
23. 검색
24. 톡모임
25. 큰 이모티콘
26. 답장 말풍선
51. 보이스톡/페이스톡
52. 라이브톡
71. 레버리지 말풍선
72. 알림톡 말풍선
73. 채널 동영상 말풍선
93. 커스텀템플릿
94. 통합API 템플릿
95. 통합API(2) 템플릿 > 복원 후 > 51. 보이스톡/페이스톡
 - 보이스톡 : ""통화 녹음 시작""해서 파일 생성 후 확인",,
19.톡클라우드_백복(로직),107,ambiguous_test_step,Test Step이 비어 있음,P3,common,"- 챗로그 + 미디어 
ㄴ 나와의 채팅방 
ㄴ 일반채팅방 (1:1/그룹)
ㄴ 팀채팅방  

- 챗로그 
ㄴ 플러스 친구 > 챗로그 타입 

1. 텍스트
6. 이모티콘
9. 카카오링크
11. 미니홈아바타
12. 스티커
13. 일정
14. 투표
16. 위치정보
17. 프로필
20. 움직이는 스티커
22. 액션콘
23. 검색
24. 톡모임
25. 큰 이모티콘
26. 답장 말풍선
51. 보이스톡/페이스톡
52. 라이브톡
71. 레버리지 말풍선
72. 알림톡 말풍선
73. 채널 동영상 말풍선
93. 커스텀템플릿
94. 통합API 템플릿
95. 통합API(2) 템플릿 > 복원 후 > 71. 레버리지 말풍선",,
19.톡클라우드_백복(로직),107,ambiguous_expected_result,기대결과가 비어 있음,P3,common,"- 챗로그 + 미디어 
ㄴ 나와의 채팅방 
ㄴ 일반채팅방 (1:1/그룹)
ㄴ 팀채팅방  

- 챗로그 
ㄴ 플러스 친구 > 챗로그 타입 

1. 텍스트
6. 이모티콘
9. 카카오링크
11. 미니홈아바타
12. 스티커
13. 일정
14. 투표
16. 위치정보
17. 프로필
20. 움직이는 스티커
22. 액션콘
23. 검색
24. 톡모임
25. 큰 이모티콘
26. 답장 말풍선
51. 보이스톡/페이스톡
52. 라이브톡
71. 레버리지 말풍선
72. 알림톡 말풍선
73. 채널 동영상 말풍선
93. 커스텀템플릿
94. 통합API 템플릿
95. 통합API(2) 템플릿 > 복원 후 > 71. 레버리지 말풍선",,
19.톡클라우드_백복(로직),108,ambiguous_test_step,Test Step이 비어 있음,P3,common,"- 챗로그 + 미디어 
ㄴ 나와의 채팅방 
ㄴ 일반채팅방 (1:1/그룹)
ㄴ 팀채팅방  

- 챗로그 
ㄴ 플러스 친구 > 챗로그 타입 

1. 텍스트
6. 이모티콘
9. 카카오링크
11. 미니홈아바타
12. 스티커
13. 일정
14. 투표
16. 위치정보
17. 프로필
20. 움직이는 스티커
22. 액션콘
23. 검색
24. 톡모임
25. 큰 이모티콘
26. 답장 말풍선
51. 보이스톡/페이스톡
52. 라이브톡
71. 레버리지 말풍선
72. 알림톡 말풍선
73. 채널 동영상 말풍선
93. 커스텀템플릿
94. 통합API 템플릿
95. 통합API(2) 템플릿 > 복원 후 > 72. 알림톡 말풍선",,
19.톡클라우드_백복(로직),108,ambiguous_expected_result,기대결과가 비어 있음,P3,common,"- 챗로그 + 미디어 
ㄴ 나와의 채팅방 
ㄴ 일반채팅방 (1:1/그룹)
ㄴ 팀채팅방  

- 챗로그 
ㄴ 플러스 친구 > 챗로그 타입 

1. 텍스트
6. 이모티콘
9. 카카오링크
11. 미니홈아바타
12. 스티커
13. 일정
14. 투표
16. 위치정보
17. 프로필
20. 움직이는 스티커
22. 액션콘
23. 검색
24. 톡모임
25. 큰 이모티콘
26. 답장 말풍선
51. 보이스톡/페이스톡
52. 라이브톡
71. 레버리지 말풍선
72. 알림톡 말풍선
73. 채널 동영상 말풍선
93. 커스텀템플릿
94. 통합API 템플릿
95. 통합API(2) 템플릿 > 복원 후 > 72. 알림톡 말풍선",,
19.톡클라우드_백복(로직),109,ambiguous_test_step,Test Step이 비어 있음,P3,common,"- 챗로그 + 미디어 
ㄴ 나와의 채팅방 
ㄴ 일반채팅방 (1:1/그룹)
ㄴ 팀채팅방  

- 챗로그 
ㄴ 플러스 친구 > 챗로그 타입 

1. 텍스트
6. 이모티콘
9. 카카오링크
11. 미니홈아바타
12. 스티커
13. 일정
14. 투표
16. 위치정보
17. 프로필
20. 움직이는 스티커
22. 액션콘
23. 검색
24. 톡모임
25. 큰 이모티콘
26. 답장 말풍선
51. 보이스톡/페이스톡
52. 라이브톡
71. 레버리지 말풍선
72. 알림톡 말풍선
73. 채널 동영상 말풍선
93. 커스텀템플릿
94. 통합API 템플릿
95. 통합API(2) 템플릿 > 복원 후 > 73. 채널 동영상 말풍선",,
19.톡클라우드_백복(로직),109,ambiguous_expected_result,기대결과가 비어 있음,P3,common,"- 챗로그 + 미디어 
ㄴ 나와의 채팅방 
ㄴ 일반채팅방 (1:1/그룹)
ㄴ 팀채팅방  

- 챗로그 
ㄴ 플러스 친구 > 챗로그 타입 

1. 텍스트
6. 이모티콘
9. 카카오링크
11. 미니홈아바타
12. 스티커
13. 일정
14. 투표
16. 위치정보
17. 프로필
20. 움직이는 스티커
22. 액션콘
23. 검색
24. 톡모임
25. 큰 이모티콘
26. 답장 말풍선
51. 보이스톡/페이스톡
52. 라이브톡
71. 레버리지 말풍선
72. 알림톡 말풍선
73. 채널 동영상 말풍선
93. 커스텀템플릿
94. 통합API 템플릿
95. 통합API(2) 템플릿 > 복원 후 > 73. 채널 동영상 말풍선",,
19.톡클라우드_백복(로직),141,ambiguous_test_step,Test Step이 비어 있음,P1,common,"- 챗로그 + 미디어 
ㄴ 나와의 채팅방 
ㄴ 일반채팅방 (1:1/그룹)
ㄴ 팀채팅방 

- 챗로그 
ㄴ 플러스 친구 > 챗로그 타입 

1. 텍스트
4. 연락처
6. 이모티콘
9. 카카오링크
11. 미니홈아바타
12. 스티커
13. 일정
14. 투표
16. 위치정보
17. 프로필
20. 움직이는 스티커
22. 액션콘
23. 검색
24. 톡모임
25. 큰 이모티콘
26. 답장 말풍선
51. 보이스톡/페이스톡
52. 라이브톡
71. 레버리지 말풍선
72. 알림톡 말풍선
73. 채널 동영상 말풍선
93. 커스텀템플릿
94. 통합API 템플릿
95. 통합API(2) 템플릿 > 백업 > 1. 텍스트
- 미니 이모티콘 포함",,
19.톡클라우드_백복(로직),141,ambiguous_expected_result,기대결과가 비어 있음,P1,common,"- 챗로그 + 미디어 
ㄴ 나와의 채팅방 
ㄴ 일반채팅방 (1:1/그룹)
ㄴ 팀채팅방 

- 챗로그 
ㄴ 플러스 친구 > 챗로그 타입 

1. 텍스트
4. 연락처
6. 이모티콘
9. 카카오링크
11. 미니홈아바타
12. 스티커
13. 일정
14. 투표
16. 위치정보
17. 프로필
20. 움직이는 스티커
22. 액션콘
23. 검색
24. 톡모임
25. 큰 이모티콘
26. 답장 말풍선
51. 보이스톡/페이스톡
52. 라이브톡
71. 레버리지 말풍선
72. 알림톡 말풍선
73. 채널 동영상 말풍선
93. 커스텀템플릿
94. 통합API 템플릿
95. 통합API(2) 템플릿 > 백업 > 1. 텍스트
- 미니 이모티콘 포함",,
19.톡클라우드_백복(로직),142,ambiguous_test_step,Test Step이 비어 있음,P1,common,"- 챗로그 + 미디어 
ㄴ 나와의 채팅방 
ㄴ 일반채팅방 (1:1/그룹)
ㄴ 팀채팅방 

- 챗로그 
ㄴ 플러스 친구 > 챗로그 타입 

1. 텍스트
4. 연락처
6. 이모티콘
9. 카카오링크
11. 미니홈아바타
12. 스티커
13. 일정
14. 투표
16. 위치정보
17. 프로필
20. 움직이는 스티커
22. 액션콘
23. 검색
24. 톡모임
25. 큰 이모티콘
26. 답장 말풍선
51. 보이스톡/페이스톡
52. 라이브톡
71. 레버리지 말풍선
72. 알림톡 말풍선
73. 채널 동영상 말풍선
93. 커스텀템플릿
94. 통합API 템플릿
95. 통합API(2) 템플릿 > 백업 > 4. 연락처",,
19.톡클라우드_백복(로직),142,ambiguous_expected_result,기대결과가 비어 있음,P1,common,"- 챗로그 + 미디어 
ㄴ 나와의 채팅방 
ㄴ 일반채팅방 (1:1/그룹)
ㄴ 팀채팅방 

- 챗로그 
ㄴ 플러스 친구 > 챗로그 타입 

1. 텍스트
4. 연락처
6. 이모티콘
9. 카카오링크
11. 미니홈아바타
12. 스티커
13. 일정
14. 투표
16. 위치정보
17. 프로필
20. 움직이는 스티커
22. 액션콘
23. 검색
24. 톡모임
25. 큰 이모티콘
26. 답장 말풍선
51. 보이스톡/페이스톡
52. 라이브톡
71. 레버리지 말풍선
72. 알림톡 말풍선
73. 채널 동영상 말풍선
93. 커스텀템플릿
94. 통합API 템플릿
95. 통합API(2) 템플릿 > 백업 > 4. 연락처",,
19.톡클라우드_백복(로직),143,ambiguous_test_step,Test Step이 비어 있음,P3,common,"- 챗로그 + 미디어 
ㄴ 나와의 채팅방 
ㄴ 일반채팅방 (1:1/그룹)
ㄴ 팀채팅방 

- 챗로그 
ㄴ 플러스 친구 > 챗로그 타입 

1. 텍스트
4. 연락처
6. 이모티콘
9. 카카오링크
11. 미니홈아바타
12. 스티커
13. 일정
14. 투표
16. 위치정보
17. 프로필
20. 움직이는 스티커
22. 액션콘
23. 검색
24. 톡모임
25. 큰 이모티콘
26. 답장 말풍선
51. 보이스톡/페이스톡
52. 라이브톡
71. 레버리지 말풍선
72. 알림톡 말풍선
73. 채널 동영상 말풍선
93. 커스텀템플릿
94. 통합API 템플릿
95. 통합API(2) 템플릿 > 백업 > 6. 이모티콘",,
19.톡클라우드_백복(로직),143,ambiguous_expected_result,기대결과가 비어 있음,P3,common,"- 챗로그 + 미디어 
ㄴ 나와의 채팅방 
ㄴ 일반채팅방 (1:1/그룹)
ㄴ 팀채팅방 

- 챗로그 
ㄴ 플러스 친구 > 챗로그 타입 

1. 텍스트
4. 연락처
6. 이모티콘
9. 카카오링크
11. 미니홈아바타
12. 스티커
13. 일정
14. 투표
16. 위치정보
17. 프로필
20. 움직이는 스티커
22. 액션콘
23. 검색
24. 톡모임
25. 큰 이모티콘
26. 답장 말풍선
51. 보이스톡/페이스톡
52. 라이브톡
71. 레버리지 말풍선
72. 알림톡 말풍선
73. 채널 동영상 말풍선
93. 커스텀템플릿
94. 통합API 템플릿
95. 통합API(2) 템플릿 > 백업 > 6. 이모티콘",,
19.톡클라우드_백복(로직),146,ambiguous_test_step,Test Step이 비어 있음,P1,common,"- 챗로그 + 미디어 
ㄴ 나와의 채팅방 
ㄴ 일반채팅방 (1:1/그룹)
ㄴ 팀채팅방 

- 챗로그 
ㄴ 플러스 친구 > 챗로그 타입 

1. 텍스트
4. 연락처
6. 이모티콘
9. 카카오링크
11. 미니홈아바타
12. 스티커
13. 일정
14. 투표
16. 위치정보
17. 프로필
20. 움직이는 스티커
22. 액션콘
23. 검색
24. 톡모임
25. 큰 이모티콘
26. 답장 말풍선
51. 보이스톡/페이스톡
52. 라이브톡
71. 레버리지 말풍선
72. 알림톡 말풍선
73. 채널 동영상 말풍선
93. 커스텀템플릿
94. 통합API 템플릿
95. 통합API(2) 템플릿 > 백업 > 12. 스티커",,
19.톡클라우드_백복(로직),146,ambiguous_expected_result,기대결과가 비어 있음,P1,common,"- 챗로그 + 미디어 
ㄴ 나와의 채팅방 
ㄴ 일반채팅방 (1:1/그룹)
ㄴ 팀채팅방 

- 챗로그 
ㄴ 플러스 친구 > 챗로그 타입 

1. 텍스트
4. 연락처
6. 이모티콘
9. 카카오링크
11. 미니홈아바타
12. 스티커
13. 일정
14. 투표
16. 위치정보
17. 프로필
20. 움직이는 스티커
22. 액션콘
23. 검색
24. 톡모임
25. 큰 이모티콘
26. 답장 말풍선
51. 보이스톡/페이스톡
52. 라이브톡
71. 레버리지 말풍선
72. 알림톡 말풍선
73. 채널 동영상 말풍선
93. 커스텀템플릿
94. 통합API 템플릿
95. 통합API(2) 템플릿 > 백업 > 12. 스티커",,
19.톡클라우드_백복(로직),147,ambiguous_test_step,Test Step이 비어 있음,P3,common,"- 챗로그 + 미디어 
ㄴ 나와의 채팅방 
ㄴ 일반채팅방 (1:1/그룹)
ㄴ 팀채팅방 

- 챗로그 
ㄴ 플러스 친구 > 챗로그 타입 

1. 텍스트
4. 연락처
6. 이모티콘
9. 카카오링크
11. 미니홈아바타
12. 스티커
13. 일정
14. 투표
16. 위치정보
17. 프로필
20. 움직이는 스티커
22. 액션콘
23. 검색
24. 톡모임
25. 큰 이모티콘
26. 답장 말풍선
51. 보이스톡/페이스톡
52. 라이브톡
71. 레버리지 말풍선
72. 알림톡 말풍선
73. 채널 동영상 말풍선
93. 커스텀템플릿
94. 통합API 템플릿
95. 통합API(2) 템플릿 > 백업 > 13. 일정",,
