service_name,row_number,omit_key,omit_expr,subject,source_col,orig_step,orig_expected,recon_step,recon_expected,reason,confidence
14.이모티콘스토어,95,동작_확인,동작 확인,첫번째 배너 노출 확인,expected_result,"1. 다른 탭/페이지 이동 후 홈 탭으로 복귀
2. 배너 순서 확인
3. 롤링 동작 확인","2. 첫번째 배너 노출 확인
3. 배너 자동 롤링되지 않고, 선택된 배너 고정 노출","1. 다른 탭/페이지 이동 후 홈 탭으로 복귀
2. 배너 순서 확인
3. 롤링 첫번째 배너 노출 확인",첫번째 배너 노출 확인 이어야 한다.,"Step에 ""동작 확인""라는 생략 표현이 있습니다. Expected Result의 첫 번째 문장에서 ""첫번째 배너 노출 확인""이(가) 확인 대상임을 파악하였습니다. 따라서 ""동작 확인""은 ""첫번째 배너 노출 확인""을 의미하는 것으로 판단하였습니다.",high
14.이모티콘스토어,97,랜딩_확인,랜딩 확인,"스토어 웹뷰내 갱신처리되며, 이동",expected_result,1. 랜딩 확인,"1. 스토어 웹뷰내 갱신처리되며, 이동","1. 스토어 웹뷰내 갱신처리되며, 이동","스토어 웹뷰내 갱신처리되며, 이동 이어야 한다.","Step에 ""랜딩 확인""라는 생략 표현이 있습니다. Expected Result의 첫 번째 문장에서 ""스토어 웹뷰내 갱신처리되며, 이동""이(가) 확인 대상임을 파악하였습니다. 따라서 ""랜딩 확인""은 ""스토어 웹뷰내 갱신처리되며, 이동""을 의미하는 것으로 판단하였습니다.",high
14.이모티콘스토어,98,랜딩_확인,랜딩 확인,연결 스킴으로 이동,expected_result,1. 랜딩 확인,1. 연결 스킴으로 이동,1. 연결 스킴으로 이동,연결 스킴으로 이동 이어야 한다.,"Step에 ""랜딩 확인""라는 생략 표현이 있습니다. Expected Result의 첫 번째 문장에서 ""연결 스킴으로 이동""이(가) 확인 대상임을 파악하였습니다. 따라서 ""랜딩 확인""은 ""연결 스킴으로 이동""을 의미하는 것으로 판단하였습니다.",high
14.이모티콘스토어,119,랜딩_확인,랜딩 확인,아이템 상세로 랜딩,expected_result,"1. 카드 아이템 랜딩 확인
- 화면 내 표시 위치별 각 랜딩 체크
예) 3*2 열 표시시 각 행열에 해당되는 카드체크",1. 아이템 상세로 랜딩,"1. 카드 아이템 아이템 상세로 랜딩
- 화면 내 표시 위치별 각 랜딩 체크
예) 3*2 열 표시시 각 행열에 해당되는 카드체크",아이템 상세로 랜딩 이어야 한다.,"Step에 ""랜딩 확인""라는 생략 표현이 있습니다. Expected Result의 첫 번째 문장에서 ""아이템 상세로 랜딩""이(가) 확인 대상임을 파악하였습니다. 따라서 ""랜딩 확인""은 ""아이템 상세로 랜딩""을 의미하는 것으로 판단하였습니다.",high
14.이모티콘스토어,127,노출_확인,노출 확인,아이템의 썸네일 4종 표시,expected_result,썸네일 노출 확인,아이템의 썸네일 4종 표시,썸네일 아이템의 썸네일 4종 표시,아이템의 썸네일 4종 표시 이어야 한다.,"Step에 ""노출 확인""라는 생략 표현이 있습니다. Expected Result의 첫 번째 문장에서 ""아이템의 썸네일 4종 표시""이(가) 확인 대상임을 파악하였습니다. 따라서 ""노출 확인""은 ""아이템의 썸네일 4종 표시""을 의미하는 것으로 판단하였습니다.",high
14.이모티콘스토어,128,노출_확인,노출 확인,각 아이템의 썸네일 2종 노출,expected_result,썸네일 노출 확인,각 아이템의 썸네일 2종 노출,썸네일 각 아이템의 썸네일 2종 노출,각 아이템의 썸네일 2종 노출 이어야 한다.,"Step에 ""노출 확인""라는 생략 표현이 있습니다. Expected Result의 첫 번째 문장에서 ""각 아이템의 썸네일 2종 노출""이(가) 확인 대상임을 파악하였습니다. 따라서 ""노출 확인""은 ""각 아이템의 썸네일 2종 노출""을 의미하는 것으로 판단하였습니다.",high
14.이모티콘스토어,130,노출_확인,노출 확인,아이템 썸네일 5종,expected_result,썸네일 노출 확인,아이템 썸네일 5종이 노출된다.,썸네일 아이템 썸네일 5종,아이템 썸네일 5종이 노출된다.,"Step에 ""노출 확인""라는 생략 표현이 있습니다. Expected Result의 첫 번째 문장에서 ""아이템 썸네일 5종""이(가) 확인 대상임을 파악하였습니다. 따라서 ""노출 확인""은 ""아이템 썸네일 5종""을 의미하는 것으로 판단하였습니다.",high
14.이모티콘스토어,131,노출_확인,노출 확인,각 아이템의 썸네일 3종 노출,expected_result,썸네일 노출 확인,각 아이템의 썸네일 3종 노출,썸네일 각 아이템의 썸네일 3종 노출,각 아이템의 썸네일 3종 노출 이어야 한다.,"Step에 ""노출 확인""라는 생략 표현이 있습니다. Expected Result의 첫 번째 문장에서 ""각 아이템의 썸네일 3종 노출""이(가) 확인 대상임을 파악하였습니다. 따라서 ""노출 확인""은 ""각 아이템의 썸네일 3종 노출""을 의미하는 것으로 판단하였습니다.",high
14.이모티콘스토어,149,노출_확인,노출 확인,24위까지의 결과,expected_result,필터링 선택 후 결과 노출 확인,API응답으로 받은 1~24위까지의 결과가 노출된다.,필터링 선택 후 결과 24위까지의 결과,API응답으로 받은 1~24위까지의 결과가 노출된다. 이어야 한다.,"Step에 ""노출 확인""라는 생략 표현이 있습니다. Expected Result의 첫 번째 문장에서 ""24위까지의 결과""이(가) 확인 대상임을 파악하였습니다. 따라서 ""노출 확인""은 ""24위까지의 결과""을 의미하는 것으로 판단하였습니다.",high
14.이모티콘스토어,150,노출_확인,노출 확인,24위까지의 결과,expected_result,필터링 선택 후 결과 노출 확인,API응답으로 받은 1~24위까지의 결과가 노출된다.,필터링 선택 후 결과 24위까지의 결과,API응답으로 받은 1~24위까지의 결과가 노출된다. 이어야 한다.,"Step에 ""노출 확인""라는 생략 표현이 있습니다. Expected Result의 첫 번째 문장에서 ""24위까지의 결과""이(가) 확인 대상임을 파악하였습니다. 따라서 ""노출 확인""은 ""24위까지의 결과""을 의미하는 것으로 판단하였습니다.",high
14.이모티콘스토어,151,노출_확인,노출 확인,24위까지의 결과,expected_result,필터링 선택 후 결과 노출 확인,API응답으로 받은 1~24위까지의 결과가 노출된다.,필터링 선택 후 결과 24위까지의 결과,API응답으로 받은 1~24위까지의 결과가 노출된다. 이어야 한다.,"Step에 ""노출 확인""라는 생략 표현이 있습니다. Expected Result의 첫 번째 문장에서 ""24위까지의 결과""이(가) 확인 대상임을 파악하였습니다. 따라서 ""노출 확인""은 ""24위까지의 결과""을 의미하는 것으로 판단하였습니다.",high
14.이모티콘스토어,152,노출_확인,노출 확인,24위까지의 결과,expected_result,필터링 선택 후 결과 노출 확인,API응답으로 받은 1~24위까지의 결과가 노출된다.,필터링 선택 후 결과 24위까지의 결과,API응답으로 받은 1~24위까지의 결과가 노출된다. 이어야 한다.,"Step에 ""노출 확인""라는 생략 표현이 있습니다. Expected Result의 첫 번째 문장에서 ""24위까지의 결과""이(가) 확인 대상임을 파악하였습니다. 따라서 ""노출 확인""은 ""24위까지의 결과""을 의미하는 것으로 판단하였습니다.",high
14.이모티콘스토어,153,노출_확인,노출 확인,24위까지의 결과,expected_result,필터링 선택 후 결과 노출 확인,API응답으로 받은 1~24위까지의 결과가 노출된다.,필터링 선택 후 결과 24위까지의 결과,API응답으로 받은 1~24위까지의 결과가 노출된다. 이어야 한다.,"Step에 ""노출 확인""라는 생략 표현이 있습니다. Expected Result의 첫 번째 문장에서 ""24위까지의 결과""이(가) 확인 대상임을 파악하였습니다. 따라서 ""노출 확인""은 ""24위까지의 결과""을 의미하는 것으로 판단하였습니다.",high
14.이모티콘스토어,154,노출_확인,노출 확인,24위까지의 결과,expected_result,필터링 선택 후 결과 노출 확인,API응답으로 받은 1~24위까지의 결과가 노출된다.,필터링 선택 후 결과 24위까지의 결과,API응답으로 받은 1~24위까지의 결과가 노출된다. 이어야 한다.,"Step에 ""노출 확인""라는 생략 표현이 있습니다. Expected Result의 첫 번째 문장에서 ""24위까지의 결과""이(가) 확인 대상임을 파악하였습니다. 따라서 ""노출 확인""은 ""24위까지의 결과""을 의미하는 것으로 판단하였습니다.",high
14.이모티콘스토어,155,노출_확인,노출 확인,24위까지의 결과,expected_result,필터링 선택 후 결과 노출 확인,API응답으로 받은 1~24위까지의 결과가 노출된다.,필터링 선택 후 결과 24위까지의 결과,API응답으로 받은 1~24위까지의 결과가 노출된다. 이어야 한다.,"Step에 ""노출 확인""라는 생략 표현이 있습니다. Expected Result의 첫 번째 문장에서 ""24위까지의 결과""이(가) 확인 대상임을 파악하였습니다. 따라서 ""노출 확인""은 ""24위까지의 결과""을 의미하는 것으로 판단하였습니다.",high
14.이모티콘스토어,156,노출_확인,노출 확인,24위까지의 결과,expected_result,필터링 선택 후 결과 노출 확인,API응답으로 받은 1~24위까지의 결과가 노출된다.,필터링 선택 후 결과 24위까지의 결과,API응답으로 받은 1~24위까지의 결과가 노출된다. 이어야 한다.,"Step에 ""노출 확인""라는 생략 표현이 있습니다. Expected Result의 첫 번째 문장에서 ""24위까지의 결과""이(가) 확인 대상임을 파악하였습니다. 따라서 ""노출 확인""은 ""24위까지의 결과""을 의미하는 것으로 판단하였습니다.",high
14.이모티콘스토어,157,노출_확인,노출 확인,24위까지의 결과,expected_result,필터링 선택 후 결과 노출 확인,API응답으로 받은 1~24위까지의 결과가 노출된다.,필터링 선택 후 결과 24위까지의 결과,API응답으로 받은 1~24위까지의 결과가 노출된다. 이어야 한다.,"Step에 ""노출 확인""라는 생략 표현이 있습니다. Expected Result의 첫 번째 문장에서 ""24위까지의 결과""이(가) 확인 대상임을 파악하였습니다. 따라서 ""노출 확인""은 ""24위까지의 결과""을 의미하는 것으로 판단하였습니다.",high
14.이모티콘스토어,158,노출_확인,노출 확인,24위까지의 결과,expected_result,필터링 선택 후 결과 노출 확인,API응답으로 받은 1~24위까지의 결과가 노출된다.,필터링 선택 후 결과 24위까지의 결과,API응답으로 받은 1~24위까지의 결과가 노출된다. 이어야 한다.,"Step에 ""노출 확인""라는 생략 표현이 있습니다. Expected Result의 첫 번째 문장에서 ""24위까지의 결과""이(가) 확인 대상임을 파악하였습니다. 따라서 ""노출 확인""은 ""24위까지의 결과""을 의미하는 것으로 판단하였습니다.",high
14.이모티콘스토어,172,노출_확인,노출 확인,필터링 선택 후 페이지 리로딩된다.,expected_result,필터링 선택 후 결과 노출 확인,필터링 선택 후 페이지 리로딩된다.,필터링 선택 후 결과 필터링 선택 후 페이지 리로딩된다.,필터링 선택 후 페이지 리로딩된다. 이어야 한다.,"Step에 ""노출 확인""라는 생략 표현이 있습니다. Expected Result의 첫 번째 문장에서 ""필터링 선택 후 페이지 리로딩된다.""이(가) 확인 대상임을 파악하였습니다. 따라서 ""노출 확인""은 ""필터링 선택 후 페이지 리로딩된다.""을 의미하는 것으로 판단하였습니다.",high
14.이모티콘스토어,173,노출_확인,노출 확인,필터링 선택 후 페이지 리로딩된다.,expected_result,필터링 선택 후 결과 노출 확인,필터링 선택 후 페이지 리로딩된다.,필터링 선택 후 결과 필터링 선택 후 페이지 리로딩된다.,필터링 선택 후 페이지 리로딩된다. 이어야 한다.,"Step에 ""노출 확인""라는 생략 표현이 있습니다. Expected Result의 첫 번째 문장에서 ""필터링 선택 후 페이지 리로딩된다.""이(가) 확인 대상임을 파악하였습니다. 따라서 ""노출 확인""은 ""필터링 선택 후 페이지 리로딩된다.""을 의미하는 것으로 판단하였습니다.",high
14.이모티콘스토어,174,노출_확인,노출 확인,필터링 선택 후 페이지 리로딩된다.,expected_result,필터링 선택 후 결과 노출 확인,필터링 선택 후 페이지 리로딩된다.,필터링 선택 후 결과 필터링 선택 후 페이지 리로딩된다.,필터링 선택 후 페이지 리로딩된다. 이어야 한다.,"Step에 ""노출 확인""라는 생략 표현이 있습니다. Expected Result의 첫 번째 문장에서 ""필터링 선택 후 페이지 리로딩된다.""이(가) 확인 대상임을 파악하였습니다. 따라서 ""노출 확인""은 ""필터링 선택 후 페이지 리로딩된다.""을 의미하는 것으로 판단하였습니다.",high
14.이모티콘스토어,175,노출_확인,노출 확인,필터링 선택 후 페이지 리로딩된다.,expected_result,필터링 선택 후 결과 노출 확인,필터링 선택 후 페이지 리로딩된다.,필터링 선택 후 결과 필터링 선택 후 페이지 리로딩된다.,필터링 선택 후 페이지 리로딩된다. 이어야 한다.,"Step에 ""노출 확인""라는 생략 표현이 있습니다. Expected Result의 첫 번째 문장에서 ""필터링 선택 후 페이지 리로딩된다.""이(가) 확인 대상임을 파악하였습니다. 따라서 ""노출 확인""은 ""필터링 선택 후 페이지 리로딩된다.""을 의미하는 것으로 판단하였습니다.",high
14.이모티콘스토어,176,노출_확인,노출 확인,필터링 선택 후 페이지 리로딩된다.,expected_result,필터링 선택 후 결과 노출 확인,필터링 선택 후 페이지 리로딩된다.,필터링 선택 후 결과 필터링 선택 후 페이지 리로딩된다.,필터링 선택 후 페이지 리로딩된다. 이어야 한다.,"Step에 ""노출 확인""라는 생략 표현이 있습니다. Expected Result의 첫 번째 문장에서 ""필터링 선택 후 페이지 리로딩된다.""이(가) 확인 대상임을 파악하였습니다. 따라서 ""노출 확인""은 ""필터링 선택 후 페이지 리로딩된다.""을 의미하는 것으로 판단하였습니다.",high
14.이모티콘스토어,177,노출_확인,노출 확인,필터링 선택 후 페이지 리로딩된다.,expected_result,필터링 선택 후 결과 노출 확인,필터링 선택 후 페이지 리로딩된다.,필터링 선택 후 결과 필터링 선택 후 페이지 리로딩된다.,필터링 선택 후 페이지 리로딩된다. 이어야 한다.,"Step에 ""노출 확인""라는 생략 표현이 있습니다. Expected Result의 첫 번째 문장에서 ""필터링 선택 후 페이지 리로딩된다.""이(가) 확인 대상임을 파악하였습니다. 따라서 ""노출 확인""은 ""필터링 선택 후 페이지 리로딩된다.""을 의미하는 것으로 판단하였습니다.",high
14.이모티콘스토어,178,노출_확인,노출 확인,필터링 선택 후 페이지 리로딩된다.,expected_result,필터링 선택 후 결과 노출 확인,필터링 선택 후 페이지 리로딩된다.,필터링 선택 후 결과 필터링 선택 후 페이지 리로딩된다.,필터링 선택 후 페이지 리로딩된다. 이어야 한다.,"Step에 ""노출 확인""라는 생략 표현이 있습니다. Expected Result의 첫 번째 문장에서 ""필터링 선택 후 페이지 리로딩된다.""이(가) 확인 대상임을 파악하였습니다. 따라서 ""노출 확인""은 ""필터링 선택 후 페이지 리로딩된다.""을 의미하는 것으로 판단하였습니다.",high
14.이모티콘스토어,179,노출_확인,노출 확인,필터링 선택 후 페이지 리로딩된다.,expected_result,필터링 선택 후 결과 노출 확인,필터링 선택 후 페이지 리로딩된다.,필터링 선택 후 결과 필터링 선택 후 페이지 리로딩된다.,필터링 선택 후 페이지 리로딩된다. 이어야 한다.,"Step에 ""노출 확인""라는 생략 표현이 있습니다. Expected Result의 첫 번째 문장에서 ""필터링 선택 후 페이지 리로딩된다.""이(가) 확인 대상임을 파악하였습니다. 따라서 ""노출 확인""은 ""필터링 선택 후 페이지 리로딩된다.""을 의미하는 것으로 판단하였습니다.",high
14.이모티콘스토어,180,노출_확인,노출 확인,필터링 선택 후 페이지 리로딩된다.,expected_result,필터링 선택 후 결과 노출 확인,필터링 선택 후 페이지 리로딩된다.,필터링 선택 후 결과 필터링 선택 후 페이지 리로딩된다.,필터링 선택 후 페이지 리로딩된다. 이어야 한다.,"Step에 ""노출 확인""라는 생략 표현이 있습니다. Expected Result의 첫 번째 문장에서 ""필터링 선택 후 페이지 리로딩된다.""이(가) 확인 대상임을 파악하였습니다. 따라서 ""노출 확인""은 ""필터링 선택 후 페이지 리로딩된다.""을 의미하는 것으로 판단하였습니다.",high
14.이모티콘스토어,206,노출_확인,노출 확인,설정된 타이틀 문구로 노출된다.,expected_result,어드민에 설정된 타이틀 노출 확인,"설정된 타이틀 문구로 노출된다.

예) 지금 뜨는 키워드",어드민에 설정된 타이틀 설정된 타이틀 문구로 노출된다.,설정된 타이틀 문구로 노출된다. 이어야 한다.,"Step에 ""노출 확인""라는 생략 표현이 있습니다. Expected Result의 첫 번째 문장에서 ""설정된 타이틀 문구로 노출된다.""이(가) 확인 대상임을 파악하였습니다. 따라서 ""노출 확인""은 ""설정된 타이틀 문구로 노출된다.""을 의미하는 것으로 판단하였습니다.",high
14.이모티콘스토어,241,노출_확인,노출 확인,어드민에 설정된 썸네일 1로 노출,expected_result,어드민에 설정된 썸네일 노출 확인,어드민에 설정된 썸네일 1로 노출,어드민에 설정된 썸네일 어드민에 설정된 썸네일 1로 노출,어드민에 설정된 썸네일 1로 노출 이어야 한다.,"Step에 ""노출 확인""라는 생략 표현이 있습니다. Expected Result의 첫 번째 문장에서 ""어드민에 설정된 썸네일 1로 노출""이(가) 확인 대상임을 파악하였습니다. 따라서 ""노출 확인""은 ""어드민에 설정된 썸네일 1로 노출""을 의미하는 것으로 판단하였습니다.",high
14.이모티콘스토어,242,노출_확인,노출 확인,어드민에 설정된 썸네일 2로 노출,expected_result,어드민에 설정된 썸네일 노출 확인,어드민에 설정된 썸네일 2로 노출,어드민에 설정된 썸네일 어드민에 설정된 썸네일 2로 노출,어드민에 설정된 썸네일 2로 노출 이어야 한다.,"Step에 ""노출 확인""라는 생략 표현이 있습니다. Expected Result의 첫 번째 문장에서 ""어드민에 설정된 썸네일 2로 노출""이(가) 확인 대상임을 파악하였습니다. 따라서 ""노출 확인""은 ""어드민에 설정된 썸네일 2로 노출""을 의미하는 것으로 판단하였습니다.",high
14.이모티콘스토어,256,노출_확인,노출 확인,--,expected_result,"1. 페이징으로 다음 페이지 이동하여 최대 노출 개수만큼 노출 확인
- 24개","1. --
- 3*2 - 4페이지까지 표시
- 6*2 - 2페이지까지 표시","1. 페이징으로 다음 페이지 이동하여 최대 노출 개수만큼 --
- 24개",-- 이어야 한다.,"Step에 ""노출 확인""라는 생략 표현이 있습니다. Expected Result의 첫 번째 문장에서 ""--""이(가) 확인 대상임을 파악하였습니다. 따라서 ""노출 확인""은 ""--""을 의미하는 것으로 판단하였습니다.",medium
14.이모티콘스토어,257,노출_확인,노출 확인,미노출,expected_result,페이징 버튼 노출 확인,미노출,페이징 버튼 미노출,미노출 이어야 한다.,"Step에 ""노출 확인""라는 생략 표현이 있습니다. Expected Result의 첫 번째 문장에서 ""미노출""이(가) 확인 대상임을 파악하였습니다. 따라서 ""노출 확인""은 ""미노출""을 의미하는 것으로 판단하였습니다.",medium
14.이모티콘스토어,274,노출_확인,노출 확인,전체 작가명 표시된다.,expected_result,1. 작가카드 작가명 노출 확인,1. 전체 작가명 표시된다.,1. 작가카드 작가명 전체 작가명 표시된다.,전체 작가명 표시된다.,"Step에 ""노출 확인""라는 생략 표현이 있습니다. Expected Result의 첫 번째 문장에서 ""전체 작가명 표시된다.""이(가) 확인 대상임을 파악하였습니다. 따라서 ""노출 확인""은 ""전체 작가명 표시된다.""을 의미하는 것으로 판단하였습니다.",high
14.이모티콘스토어,275,노출_확인,노출 확인,초과영역 말줄임 표시된다.,expected_result,1. 작가카드 작가명 노출 확인,1. 초과영역 말줄임 표시된다.,1. 작가카드 작가명 초과영역 말줄임 표시된다.,초과영역 말줄임 표시된다.,"Step에 ""노출 확인""라는 생략 표현이 있습니다. Expected Result의 첫 번째 문장에서 ""초과영역 말줄임 표시된다.""이(가) 확인 대상임을 파악하였습니다. 따라서 ""노출 확인""은 ""초과영역 말줄임 표시된다.""을 의미하는 것으로 판단하였습니다.",high
14.이모티콘스토어,298,랜딩_확인,랜딩 확인,설정된 화면으로 랜딩,expected_result,1. 랜딩 확인,1. 설정된 화면으로 랜딩,1. 설정된 화면으로 랜딩,설정된 화면으로 랜딩 이어야 한다.,"Step에 ""랜딩 확인""라는 생략 표현이 있습니다. Expected Result의 첫 번째 문장에서 ""설정된 화면으로 랜딩""이(가) 확인 대상임을 파악하였습니다. 따라서 ""랜딩 확인""은 ""설정된 화면으로 랜딩""을 의미하는 것으로 판단하였습니다.",high
14.이모티콘스토어,299,랜딩_확인,랜딩 확인,설정된 화면으로 랜딩,expected_result,1. 랜딩 확인,1. 설정된 화면으로 랜딩,1. 설정된 화면으로 랜딩,설정된 화면으로 랜딩 이어야 한다.,"Step에 ""랜딩 확인""라는 생략 표현이 있습니다. Expected Result의 첫 번째 문장에서 ""설정된 화면으로 랜딩""이(가) 확인 대상임을 파악하였습니다. 따라서 ""랜딩 확인""은 ""설정된 화면으로 랜딩""을 의미하는 것으로 판단하였습니다.",high
14.이모티콘스토어,303,노출_확인,노출 확인,배너 미노출 된다.,expected_result,인기탭 상단 배너 노출 확인,배너 미노출 된다.,인기탭 상단 배너 배너 미노출 된다.,배너 미노출 된다. 이어야 한다.,"Step에 ""노출 확인""라는 생략 표현이 있습니다. Expected Result의 첫 번째 문장에서 ""배너 미노출 된다.""이(가) 확인 대상임을 파악하였습니다. 따라서 ""노출 확인""은 ""배너 미노출 된다.""을 의미하는 것으로 판단하였습니다.",high
14.이모티콘스토어,310,랜딩_확인,랜딩 확인,설정한 상세페이지로 랜딩,expected_result,1. 배너 탭 후 랜딩 확인,1. 설정한 상세페이지로 랜딩,1. 배너 탭 후 설정한 상세페이지로 랜딩,설정한 상세페이지로 랜딩 이어야 한다.,"Step에 ""랜딩 확인""라는 생략 표현이 있습니다. Expected Result의 첫 번째 문장에서 ""설정한 상세페이지로 랜딩""이(가) 확인 대상임을 파악하였습니다. 따라서 ""랜딩 확인""은 ""설정한 상세페이지로 랜딩""을 의미하는 것으로 판단하였습니다.",high
14.이모티콘스토어,311,랜딩_확인,랜딩 확인,설정한 그룹페이지로 랜딩,expected_result,1. 배너 탭 후 랜딩 확인,1. 설정한 그룹페이지로 랜딩,1. 배너 탭 후 설정한 그룹페이지로 랜딩,설정한 그룹페이지로 랜딩 이어야 한다.,"Step에 ""랜딩 확인""라는 생략 표현이 있습니다. Expected Result의 첫 번째 문장에서 ""설정한 그룹페이지로 랜딩""이(가) 확인 대상임을 파악하였습니다. 따라서 ""랜딩 확인""은 ""설정한 그룹페이지로 랜딩""을 의미하는 것으로 판단하였습니다.",high
14.이모티콘스토어,312,랜딩_확인,랜딩 확인,설정한 작가페이지로 이동(전체),expected_result,1. 배너 탭 후 랜딩 확인,1. 설정한 작가페이지로 이동(전체),1. 배너 탭 후 설정한 작가페이지로 이동(전체),설정한 작가페이지로 이동(전체) 이어야 한다.,"Step에 ""랜딩 확인""라는 생략 표현이 있습니다. Expected Result의 첫 번째 문장에서 ""설정한 작가페이지로 이동(전체)""이(가) 확인 대상임을 파악하였습니다. 따라서 ""랜딩 확인""은 ""설정한 작가페이지로 이동(전체)""을 의미하는 것으로 판단하였습니다.",high
14.이모티콘스토어,314,랜딩_확인,랜딩 확인,설정한 내부 페이지로 랜딩,expected_result,1. 배너 탭 후 랜딩 확인,1. 설정한 내부 페이지로 랜딩,1. 배너 탭 후 설정한 내부 페이지로 랜딩,설정한 내부 페이지로 랜딩 이어야 한다.,"Step에 ""랜딩 확인""라는 생략 표현이 있습니다. Expected Result의 첫 번째 문장에서 ""설정한 내부 페이지로 랜딩""이(가) 확인 대상임을 파악하였습니다. 따라서 ""랜딩 확인""은 ""설정한 내부 페이지로 랜딩""을 의미하는 것으로 판단하였습니다.",high
14.이모티콘스토어,315,랜딩_확인,랜딩 확인,설정한 내부 페이지로 랜딩,expected_result,1. 배너 탭 후 랜딩 확인,1. 설정한 내부 페이지로 랜딩,1. 배너 탭 후 설정한 내부 페이지로 랜딩,설정한 내부 페이지로 랜딩 이어야 한다.,"Step에 ""랜딩 확인""라는 생략 표현이 있습니다. Expected Result의 첫 번째 문장에서 ""설정한 내부 페이지로 랜딩""이(가) 확인 대상임을 파악하였습니다. 따라서 ""랜딩 확인""은 ""설정한 내부 페이지로 랜딩""을 의미하는 것으로 판단하였습니다.",high
14.이모티콘스토어,318,노출_확인,노출 확인,--,expected_result,1. 배너 노출 확인,"1. --
iOS - 노출
Android - 미노출
Web - 미노출",1. 배너 --,-- 이어야 한다.,"Step에 ""노출 확인""라는 생략 표현이 있습니다. Expected Result의 첫 번째 문장에서 ""--""이(가) 확인 대상임을 파악하였습니다. 따라서 ""노출 확인""은 ""--""을 의미하는 것으로 판단하였습니다.",medium
14.이모티콘스토어,319,노출_확인,노출 확인,--,expected_result,1. 배너 노출 확인,"1. --
iOS - 미노출
Android - 노출
Web - 미노출",1. 배너 --,-- 이어야 한다.,"Step에 ""노출 확인""라는 생략 표현이 있습니다. Expected Result의 첫 번째 문장에서 ""--""이(가) 확인 대상임을 파악하였습니다. 따라서 ""노출 확인""은 ""--""을 의미하는 것으로 판단하였습니다.",medium
14.이모티콘스토어,320,노출_확인,노출 확인,--,expected_result,1. 배너 노출 확인,"1. --
iOS - 미노출
Android - 미노출
Web - 노출",1. 배너 --,-- 이어야 한다.,"Step에 ""노출 확인""라는 생략 표현이 있습니다. Expected Result의 첫 번째 문장에서 ""--""이(가) 확인 대상임을 파악하였습니다. 따라서 ""노출 확인""은 ""--""을 의미하는 것으로 판단하였습니다.",medium
14.이모티콘스토어,321,노출_확인,노출 확인,--,expected_result,1. 배너 노출 확인,"1. --
iOS - 노출
Android - 노출
Web - 노출",1. 배너 --,-- 이어야 한다.,"Step에 ""노출 확인""라는 생략 표현이 있습니다. Expected Result의 첫 번째 문장에서 ""--""이(가) 확인 대상임을 파악하였습니다. 따라서 ""노출 확인""은 ""--""을 의미하는 것으로 판단하였습니다.",medium
14.이모티콘스토어,348,노출_확인,노출 확인,신규탭 배너 노출하지 않는다,expected_result,배너 노출 확인,신규탭 배너 노출하지 않는다,배너 신규탭 배너 노출하지 않는다,신규탭 배너 노출하지 않는다 이어야 한다.,"Step에 ""노출 확인""라는 생략 표현이 있습니다. Expected Result의 첫 번째 문장에서 ""신규탭 배너 노출하지 않는다""이(가) 확인 대상임을 파악하였습니다. 따라서 ""노출 확인""은 ""신규탭 배너 노출하지 않는다""을 의미하는 것으로 판단하였습니다.",high
14.이모티콘스토어,353,동작_확인,동작 확인,첫번쨰 배너로 노출,expected_result,"1. 배너 클릭 후 신규탭으로 복귀
2. 배너 순서 확인
3. 롤링 동작 확인",첫번쨰 배너로 노출,"1. 배너 클릭 후 신규탭으로 복귀
2. 배너 순서 확인
3. 롤링 첫번쨰 배너로 노출",첫번쨰 배너로 노출 이어야 한다.,"Step에 ""동작 확인""라는 생략 표현이 있습니다. Expected Result의 첫 번째 문장에서 ""첫번쨰 배너로 노출""이(가) 확인 대상임을 파악하였습니다. 따라서 ""동작 확인""은 ""첫번쨰 배너로 노출""을 의미하는 것으로 판단하였습니다.",high
14.이모티콘스토어,354,동작_확인,동작 확인,첫번째 배너 노출 확인,expected_result,"1. 다른 탭/페이지 이동 후 신규탭으로 복귀
2. 배너 순서 확인
3. 롤링 동작 확인","2. 첫번째 배너 노출 확인
3. 첫번째 배너에서 고정 노출","1. 다른 탭/페이지 이동 후 신규탭으로 복귀
2. 배너 순서 확인
3. 롤링 첫번째 배너 노출 확인",첫번째 배너 노출 확인 이어야 한다.,"Step에 ""동작 확인""라는 생략 표현이 있습니다. Expected Result의 첫 번째 문장에서 ""첫번째 배너 노출 확인""이(가) 확인 대상임을 파악하였습니다. 따라서 ""동작 확인""은 ""첫번째 배너 노출 확인""을 의미하는 것으로 판단하였습니다.",high
14.이모티콘스토어,355,노출_확인,노출 확인,dot 형태 인디케이터 노출,expected_result,배너 하단 인디케이터 노출 확인,dot 형태 인디케이터 노출,배너 하단 인디케이터 dot 형태 인디케이터 노출,dot 형태 인디케이터 노출 이어야 한다.,"Step에 ""노출 확인""라는 생략 표현이 있습니다. Expected Result의 첫 번째 문장에서 ""dot 형태 인디케이터 노출""이(가) 확인 대상임을 파악하였습니다. 따라서 ""노출 확인""은 ""dot 형태 인디케이터 노출""을 의미하는 것으로 판단하였습니다.",high
