service_name,row_number,recon_type,orig_step,orig_expected,recon_steps,recon_expected,moved_lines,reason,action_signals,state_signals
21.톡클라우드_버티컬(무료),38,separated,"1. 사진 또는 동영상 상세 화면 > [톡으로 전달하기] 버튼 탭 
2. 전달 대상 선택 > 전달 완료","1. 공유피커 전달하기 레이어 노출 
2. 선택한 친구 혹은 채팅방에 공유 전달(발신)됨
 - 해당 채팅방 유지 및 스낵바 노출

2. 선택한 채팅방으로 전달 완료 
 - 퀵피커 : 해당 채팅방 유지 알림배너 노출
 - 풀피커 : 대상 채팅방으로 이동 

*설명문구가 포함된 미디어의 경우, 설명문구도 포함되어 전달 됨",사진 또는 동영상 상세 화면 > [톡으로 전달하기] 버튼 탭 / 전달 대상 선택 > 전달 완료 / - 풀피커 : 대상 채팅방으로 이동,"공유피커 전달하기 레이어 노출 / 선택한 친구 혹은 채팅방에 공유 전달(발신)됨 / - 해당 채팅방 유지 및 스낵바 노출 / 선택한 채팅방으로 전달 완료 / - 퀵피커 : 해당 채팅방 유지 알림배너 노출 / *설명문구가 포함된 미디어의 경우, 설명문구도 포함되어 전달 됨",- 풀피커 : 대상 채팅방으로 이동,"""- 풀피커 : 대상 채팅방으로 이동""은 행위 동사로 끝나는 실행 절차이므로 실행 절차로 이동하였습니다. ""공유피커 전달하기 레이어 노출""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""선택한 친구 혹은 채팅방에 공유 전달(발신)됨""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""- 해당 채팅방 유지 및 스낵바 노출""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""선택한 채팅방으로 전달 완료""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""- 퀵피커 : 해당 채팅방 유지 알림배너 노출""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""*설명문구가 포함된 미디어의 경우, 설명문구도 포함되어 전달 됨""은 최종 상태를 기술하는 기대결과로 유지하였습니다.",행위 동사 종결: - 풀피커 : 대상 채팅방으로 이동,"상태 표현: 공유피커 전달하기 레이어 노출 | 상태 표현: 선택한 친구 혹은 채팅방에 공유 전달(발신)됨 | 상태 표현: - 해당 채팅방 유지 및 스낵바 노출 | 상태 표현: 선택한 채팅방으로 전달 완료 | 상태 표현: - 퀵피커 : 해당 채팅방 유지 알림배너 노출 | 상태 표현: *설명문구가 포함된 미디어의 경우, 설명문구도 포함되어 전달 됨"
21.톡클라우드_버티컬(무료),39,separated,"1. 묶음 사진 상세 화면 > [톡으로 전달하기] 버튼 탭 
2. [묶음사진 전체 전달] 버튼 탭","1. 공유피커 전달하기 레이어 노출 
2. 선택한 친구 혹은 채팅방에 공유 전달(발신)됨
 - 해당 채팅방 유지 및 스낵바 노출

2. 선택한 채팅방으로 전달 완료 
 - 퀵피커 : 해당 채팅방 유지 알림배너 노출 / ""{프로필 썸네일} 
 - 풀피커 : 대상 채팅방으로 이동 

*설명문구가 포함된 미디어의 경우, 설명문구도 포함되어 전달 됨",묶음 사진 상세 화면 > [톡으로 전달하기] 버튼 탭 / [묶음사진 전체 전달] 버튼 탭 / - 풀피커 : 대상 채팅방으로 이동,"공유피커 전달하기 레이어 노출 / 선택한 친구 혹은 채팅방에 공유 전달(발신)됨 / - 해당 채팅방 유지 및 스낵바 노출 / 선택한 채팅방으로 전달 완료 / - 퀵피커 : 해당 채팅방 유지 알림배너 노출 / ""{프로필 썸네일} / *설명문구가 포함된 미디어의 경우, 설명문구도 포함되어 전달 됨",- 풀피커 : 대상 채팅방으로 이동,"""- 풀피커 : 대상 채팅방으로 이동""은 행위 동사로 끝나는 실행 절차이므로 실행 절차로 이동하였습니다. ""공유피커 전달하기 레이어 노출""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""선택한 친구 혹은 채팅방에 공유 전달(발신)됨""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""- 해당 채팅방 유지 및 스낵바 노출""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""선택한 채팅방으로 전달 완료""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""- 퀵피커 : 해당 채팅방 유지 알림배너 노출 / ""{프로필 썸네일}""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""*설명문구가 포함된 미디어의 경우, 설명문구도 포함되어 전달 됨""은 최종 상태를 기술하는 기대결과로 유지하였습니다.",행위 동사 종결: - 풀피커 : 대상 채팅방으로 이동,"상태 표현: 공유피커 전달하기 레이어 노출 | 상태 표현: 선택한 친구 혹은 채팅방에 공유 전달(발신)됨 | 상태 표현: - 해당 채팅방 유지 및 스낵바 노출 | 상태 표현: 선택한 채팅방으로 전달 완료 | 상태 표현: - 퀵피커 : 해당 채팅방 유지 알림배너 노출 / ""{프로필 썸네일} | 상태 표현: *설명문구가 포함된 미디어의 경우, 설명문구도 포함되"
21.톡클라우드_버티컬(무료),40,separated,"1. 사진 또는 동영상 상세 화면 > [삭제하기] 버튼 탭 
2. [삭제] 버튼 탭","1. 삭제 얼럿 노출 
 - ""선택한 사진 또는 동영상을 삭제하시겠습니까? 묶음 사진은 전체 사진이 함께 삭제됩니다."" [취소][삭제]
2. 미디어 삭제 후, 목록으로 이동 
 - 묶음 사진의 경우, 전체 사진이 함께 삭제됨 
- (iOS) 미디어 삭제 후 이전(최신) 미디어 상세보기로 이동","사진 또는 동영상 상세 화면 > [삭제하기] 버튼 탭 / [삭제] 버튼 탭 / 미디어 삭제 후, 목록으로 이동 / - (iOS) 미디어 삭제 후 이전(최신) 미디어 상세보기로 이동","삭제 얼럿 노출 / - ""선택한 사진 또는 동영상을 삭제하시겠습니까? 묶음 사진은 전체 사진이 함께 삭제됩니다."" [취소][삭제] / - 묶음 사진의 경우, 전체 사진이 함께 삭제됨","미디어 삭제 후, 목록으로 이동 | - (iOS) 미디어 삭제 후 이전(최신) 미디어 상세보기로 이동","""미디어 삭제 후, 목록으로 이동""은 행위 동사로 끝나는 실행 절차이므로 실행 절차로 이동하였습니다. ""- (iOS) 미디어 삭제 후 이전(최신) 미디어 상세보기로 이동""은 행위 동사로 끝나는 실행 절차이므로 실행 절차로 이동하였습니다. ""삭제 얼럿 노출""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""- ""선택한 사진 또는 동영상을 삭제하시겠습니까? 묶음 사진은 전체 사진이 함께 삭제됩니다""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""- 묶음 사진의 경우, 전체 사진이 함께 삭제됨""은 최종 상태를 기술하는 기대결과로 유지하였습니다.","행위 동사 종결: 미디어 삭제 후, 목록으로 이동 | 행위 동사 종결: - (iOS) 미디어 삭제 후 이전(최신) 미디어 상세보기로 이동","상태 표현: 삭제 얼럿 노출 | 상태 표현: - ""선택한 사진 또는 동영상을 삭제하시겠습니까? 묶음 사진은 전체 사진이 함께 삭제됩니다."" [취소][삭제 | 상태 표현: - 묶음 사진의 경우, 전체 사진이 함께 삭제됨"
21.톡클라우드_버티컬(무료),43,separated,1. 미디어 상세 화면 진입 > 좌/우로 스와이프 동작,"이전/다음 미디어로 이동 
 - 묶음 사진 > 내부 이동
 - 최신 파일이 좌측 / 오래된 파일이 우측",미디어 상세 화면 진입 > 좌/우로 스와이프 동작 / 이전/다음 미디어로 이동 / - 묶음 사진 > 내부 이동,- 최신 파일이 좌측 / 오래된 파일이 우측,이전/다음 미디어로 이동 | - 묶음 사진 > 내부 이동,"""이전/다음 미디어로 이동""은 행위 동사로 끝나는 실행 절차이므로 실행 절차로 이동하였습니다. ""- 묶음 사진 > 내부 이동""은 행위 동사로 끝나는 실행 절차이므로 실행 절차로 이동하였습니다. ""- 최신 파일이 좌측 / 오래된 파일이 우측""은 최종 상태를 기술하는 기대결과로 유지하였습니다.",행위 동사 종결: 이전/다음 미디어로 이동 | 행위 동사 종결: - 묶음 사진 > 내부 이동,상태 표현: - 최신 파일이 좌측 / 오래된 파일이 우측
21.톡클라우드_버티컬(무료),60,separated,1. 검색 화면 > 달력 아이콘 탭,"Android 
 - 현재 날짜 기준 달력 노출 (디폴트 선택 : 오늘)
 - 좌우 스와이프 시, 월별 이동 
 - 상단 연월 클릭 시, 이동 가능한 연도 목록 노출 
 - 단일 날짜 선택 가능 
   - 오늘 이후 날짜 딤드 처리되어 선택 불가
   - [확인] 해당 날짜가 검색어 입력창에 표시되고 달력 종료
   - [취소] 변경 사항 없이 달력 종료

iOS 
 - 현재 날짜 기준 달력 노출 (디폴트 선택 : 오늘)
 - 좌우 스와이프 시, 월별 이동 
 - 상단 연월 클릭 시, 이동 가능한 연/월 목록 노출 
 - 단일 날짜","검색 화면 > 달력 아이콘 탭 / - 좌우 스와이프 시, 월별 이동 / - 좌우 스와이프 시, 월별 이동","Android / - 현재 날짜 기준 달력 노출 (디폴트 선택 : 오늘) / - 상단 연월 클릭 시, 이동 가능한 연도 목록 노출 / - 단일 날짜 선택 가능 / - 오늘 이후 날짜 딤드 처리되어 선택 불가 / - [확인] 해당 날짜가 검색어 입력창에 표시되고 달력 종료 / - [취소] 변경 사항 없이 달력 종료 / iOS / - 현재 날짜 기준 달력 노출 (디폴트 선택 : 오늘) / - 상단 연월 클릭 시, 이동 가능한 연/월 목록 노출 / - 단일 날짜 선택 가능 / - 오늘 이후 날짜 딤드 처리되어 선택 불가 / - [확인] 해당 날짜가 검색어 입력창에 표시되고 달력 종료 / - [취소] 변경 사항 없이 달력 종료","- 좌우 스와이프 시, 월별 이동 | - 좌우 스와이프 시, 월별 이동","""- 좌우 스와이프 시, 월별 이동""은 행위 동사로 끝나는 실행 절차이므로 실행 절차로 이동하였습니다. ""- 좌우 스와이프 시, 월별 이동""은 행위 동사로 끝나는 실행 절차이므로 실행 절차로 이동하였습니다. ""Android""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""- 현재 날짜 기준 달력 노출 (디폴트 선택 : 오늘)""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""- 상단 연월 클릭 시, 이동 가능한 연도 목록 노출""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""- 단일 날짜 선택 가능""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""- 오늘 이후 날짜 딤드 처리되어 선택 불가""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""- [확인] 해당 날짜가 검색어 입력창에 표시","행위 동사 종결: - 좌우 스와이프 시, 월별 이동 | 행위 동사 종결: - 좌우 스와이프 시, 월별 이동","상태 표현: Android | 상태 표현: - 현재 날짜 기준 달력 노출 (디폴트 선택 : 오늘) | 상태 표현: - 상단 연월 클릭 시, 이동 가능한 연도 목록 노출 | 상태 표현: - 단일 날짜 선택 가능 | 상태 표현: - 오늘 이후 날짜 딤드 처리되어 선택 불가 | 상태 표현: - [확인] 해당 날짜가 검색어 입력창에 표시되고 달력 종료 | 상태 표"
21.톡클라우드_버티컬(무료),61,separated,1. 검색 화면 > 달력 아이콘 탭 > 특정 날짜 선택,"선택된 날짜를 포함한 이전 기간 동안의 검색 결과 노출 
 - 검색 입력창 : [~yy. mm. dd], [<- 안드], [X-ios]

 - 사진, 동영상 n개 
 - 생성된 날짜 별로 사진, 동영상 리스트 표시
   - 생성 날짜 : yyyy. m. d
   - 생성 시간별 최신순으로 정렬 (좌 -> 우 -> 아래)
 - 개별 목록 선택 시, 미디어 상세 화면으로 이동","검색 화면 > 달력 아이콘 탭 > 특정 날짜 선택 / - 개별 목록 선택 시, 미디어 상세 화면으로 이동","선택된 날짜를 포함한 이전 기간 동안의 검색 결과 노출 / - 검색 입력창 : [~yy. mm. dd], [<- 안드], [X-ios] / - 사진, 동영상 n개 / - 생성된 날짜 별로 사진, 동영상 리스트 표시 / - 생성 날짜 : yyyy. m. d / - 생성 시간별 최신순으로 정렬 (좌 -> 우 -> 아래)","- 개별 목록 선택 시, 미디어 상세 화면으로 이동","""- 개별 목록 선택 시, 미디어 상세 화면으로 이동""은 행위 동사로 끝나는 실행 절차이므로 실행 절차로 이동하였습니다. ""선택된 날짜를 포함한 이전 기간 동안의 검색 결과 노출""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""- 검색 입력창 : [~yy. mm. dd], [<- 안드], [X-ios]""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""- 사진, 동영상 n개""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""- 생성된 날짜 별로 사진, 동영상 리스트 표시""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""- 생성 날짜 : yyyy. m. d""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""- 생성 시간별 최신순으로 정렬 (좌 -> 우 -> 아래)""은 최종 상태를 기술하는","행위 동사 종결: - 개별 목록 선택 시, 미디어 상세 화면으로 이동","상태 표현: 선택된 날짜를 포함한 이전 기간 동안의 검색 결과 노출 | 상태 표현: - 검색 입력창 : [~yy. mm. dd], [<- 안드], [X-ios] | 상태 표현: - 사진, 동영상 n개 | 상태 표현: - 생성된 날짜 별로 사진, 동영상 리스트 표시 | 상태 표현: - 생성 날짜 : yyyy. m. d | 상태 표현: - 생성 시간별 최신순으"
21.톡클라우드_버티컬(무료),64,separated,1. 검색 화면 > 보낸 사람 검색,"선택한 친구가 발신한 사진, 동영상 목록 노출 
 - 검색 입력창 : [친구명], [닫기], [X-ios]

 - 사진, 동영상 n개
 - 생성된 날짜 별로 사진, 동영상 리스트 표시 
   - 생성 날짜 : yyyy. m. d
   - 생성 시간별 최신순으로 정렬 (좌 -> 우 -> 아래)
 - 개별 목록 선택 시, 미디어 상세 화면으로 이동","검색 화면 > 보낸 사람 검색 / - 개별 목록 선택 시, 미디어 상세 화면으로 이동","선택한 친구가 발신한 사진, 동영상 목록 노출 / - 검색 입력창 : [친구명], [닫기], [X-ios] / - 사진, 동영상 n개 / - 생성된 날짜 별로 사진, 동영상 리스트 표시 / - 생성 날짜 : yyyy. m. d / - 생성 시간별 최신순으로 정렬 (좌 -> 우 -> 아래)","- 개별 목록 선택 시, 미디어 상세 화면으로 이동","""- 개별 목록 선택 시, 미디어 상세 화면으로 이동""은 행위 동사로 끝나는 실행 절차이므로 실행 절차로 이동하였습니다. ""선택한 친구가 발신한 사진, 동영상 목록 노출""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""- 검색 입력창 : [친구명], [닫기], [X-ios]""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""- 사진, 동영상 n개""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""- 생성된 날짜 별로 사진, 동영상 리스트 표시""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""- 생성 날짜 : yyyy. m. d""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""- 생성 시간별 최신순으로 정렬 (좌 -> 우 -> 아래)""은 최종 상태를 기술하는 기대결과로 유지하였습니다.","행위 동사 종결: - 개별 목록 선택 시, 미디어 상세 화면으로 이동","상태 표현: 선택한 친구가 발신한 사진, 동영상 목록 노출 | 상태 표현: - 검색 입력창 : [친구명], [닫기], [X-ios] | 상태 표현: - 사진, 동영상 n개 | 상태 표현: - 생성된 날짜 별로 사진, 동영상 리스트 표시 | 상태 표현: - 생성 날짜 : yyyy. m. d | 상태 표현: - 생성 시간별 최신순으로 정렬 (좌 -> 우 -> "
21.톡클라우드_버티컬(무료),67,separated,1. 톡클라우드 무료 홈 > 파일,"파일 버티컬 빈화면으로 이동

 - 타이틀 영역 : 뒤로가기 || 파일 || 검색 || 다중 선택 버튼 [V] || 사이드 메뉴
 - ""파일이 없습니다 \n채팅방에서 주고 받은 파일을 여기에 모아보고, 간편하게 관리하세요.""",톡클라우드 무료 홈 > 파일 / 파일 버티컬 빈화면으로 이동,"- 타이틀 영역 : 뒤로가기 || 파일 || 검색 || 다중 선택 버튼 [V] || 사이드 메뉴 / - ""파일이 없습니다 \n채팅방에서 주고 받은 파일을 여기에 모아보고, 간편하게 관리하세요.""",파일 버티컬 빈화면으로 이동,"""파일 버티컬 빈화면으로 이동""은 행위 동사로 끝나는 실행 절차이므로 실행 절차로 이동하였습니다. ""- 타이틀 영역 : 뒤로가기 || 파일 || 검색 || 다중 선택 버튼 [V] || 사이드""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""- ""파일이 없습니다 \n채팅방에서 주고 받은 파일을 여기에 모아보고, 간편하게 관리하세요""은 최종 상태를 기술하는 기대결과로 유지하였습니다.",행위 동사 종결: 파일 버티컬 빈화면으로 이동,"상태 표현: - 타이틀 영역 : 뒤로가기 || 파일 || 검색 || 다중 선택 버튼 [V] || 사이드 메뉴 | 상태 표현: - ""파일이 없습니다 \n채팅방에서 주고 받은 파일을 여기에 모아보고, 간편하게 관리하세요."""
21.톡클라우드_버티컬(무료),68,separated,1. 채팅방 > 채팅방 서랍 > 파일 탭  > [파일 전체보기] 버튼 선택,"파일 버티컬 화면으로 이동

Android
 - 타이틀 영역 : 뒤로가기 || 파일 || 다중 선택 버튼 [V] || 검색 
 - 채팅방 필터 영역 : 전체(default) || 나챗방 || 그 외 채팅방 목록(팀채팅방 포함)

 - 생성날짜 : yyyy. m. d
 - 목록 : 최신순으로 정렬 
   - 파일 썸네일 

iOS 
 - 타이틀 영역 : 뒤로가기 || 파일 || 검색 
 - 채팅방 필터 영역 : 전체(default) || 나챗방 || 그 외 채팅방 목록(팀채팅방 포함)

 - 채팅방 파일 데이터 || 다중 선택 버튼 ",채팅방 > 채팅방 서랍 > 파일 탭  > [파일 전체보기] 버튼 선택 / 파일 버티컬 화면으로 이동,Android / - 타이틀 영역 : 뒤로가기 || 파일 || 다중 선택 버튼 [V] || 검색 / - 채팅방 필터 영역 : 전체(default) || 나챗방 || 그 외 채팅방 목록(팀채팅방 포함) / - 생성날짜 : yyyy. m. d / - 목록 : 최신순으로 정렬 / - 파일 썸네일 / iOS / - 타이틀 영역 : 뒤로가기 || 파일 || 검색 / - 채팅방 필터 영역 : 전체(default) || 나챗방 || 그 외 채팅방 목록(팀채팅방 포함) / - 채팅방 파일 데이터 || 다중 선택 버튼 [V] / - 생성날짜 : yyyy. m. d / - 목록 : 최신순으로 정렬 / - 파일 썸네일,파일 버티컬 화면으로 이동,"""파일 버티컬 화면으로 이동""은 행위 동사로 끝나는 실행 절차이므로 실행 절차로 이동하였습니다. ""Android""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""- 타이틀 영역 : 뒤로가기 || 파일 || 다중 선택 버튼 [V] || 검색""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""- 채팅방 필터 영역 : 전체(default) || 나챗방 || 그 외 채팅방 목록(팀채팅""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""- 생성날짜 : yyyy. m. d""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""- 목록 : 최신순으로 정렬""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""- 파일 썸네일""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""iOS""은 최종 상태를 기술하는",행위 동사 종결: 파일 버티컬 화면으로 이동,상태 표현: Android | 상태 표현: - 타이틀 영역 : 뒤로가기 || 파일 || 다중 선택 버튼 [V] || 검색 | 상태 표현: - 채팅방 필터 영역 : 전체(default) || 나챗방 || 그 외 채팅방 목록(팀채팅방 포함) | 상태 표현: - 생성날짜 : yyyy. m. d | 상태 표현: - 목록 : 최신순으로 정렬 | 상태 표현: - 파일
21.톡클라우드_버티컬(무료),75,separated,1. 파일 리스트 확인,"모든 파일 리스트 노출 
 - 생성된 날짜 별로 파일 리스트 표시 
   - 생성 날짜 : yyyy. m. d
   - 생성 시간별 최신순으로 정렬 (좌 -> 우 -> 아래)
 - 개별 파일 선택 시, 파일 뷰어로 이동","파일 리스트 확인 / - 개별 파일 선택 시, 파일 뷰어로 이동",모든 파일 리스트 노출 / - 생성된 날짜 별로 파일 리스트 표시 / - 생성 날짜 : yyyy. m. d / - 생성 시간별 최신순으로 정렬 (좌 -> 우 -> 아래),"- 개별 파일 선택 시, 파일 뷰어로 이동","""- 개별 파일 선택 시, 파일 뷰어로 이동""은 행위 동사로 끝나는 실행 절차이므로 실행 절차로 이동하였습니다. ""모든 파일 리스트 노출""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""- 생성된 날짜 별로 파일 리스트 표시""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""- 생성 날짜 : yyyy. m. d""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""- 생성 시간별 최신순으로 정렬 (좌 -> 우 -> 아래)""은 최종 상태를 기술하는 기대결과로 유지하였습니다.","행위 동사 종결: - 개별 파일 선택 시, 파일 뷰어로 이동",상태 표현: 모든 파일 리스트 노출 | 상태 표현: - 생성된 날짜 별로 파일 리스트 표시 | 상태 표현: - 생성 날짜 : yyyy. m. d | 상태 표현: - 생성 시간별 최신순으로 정렬 (좌 -> 우 -> 아래)
21.톡클라우드_버티컬(무료),77,separated,1. 파일 탭 > 다운로드 확인,"1. 프로그레스 노출
- 다운로드된 용량 미노출
- [X] 버튼 노출

2. 다운로드 완료
 - 다운로드 된 파일 선택 시 파일 뷰어로 화면 이동",파일 탭 > 다운로드 확인 / - 다운로드 된 파일 선택 시 파일 뷰어로 화면 이동,프로그레스 노출 / - 다운로드된 용량 미노출 / - [X] 버튼 노출 / 다운로드 완료,- 다운로드 된 파일 선택 시 파일 뷰어로 화면 이동,"""- 다운로드 된 파일 선택 시 파일 뷰어로 화면 이동""은 행위 동사로 끝나는 실행 절차이므로 실행 절차로 이동하였습니다. ""프로그레스 노출""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""- 다운로드된 용량 미노출""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""- [X] 버튼 노출""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""다운로드 완료""은 최종 상태를 기술하는 기대결과로 유지하였습니다.",행위 동사 종결: - 다운로드 된 파일 선택 시 파일 뷰어로 화면 이동,상태 표현: 프로그레스 노출 | 상태 표현: - 다운로드된 용량 미노출 | 상태 표현: - [X] 버튼 노출 | 상태 표현: 다운로드 완료
21.톡클라우드_버티컬(무료),78,clarified,1. 파일 탭 > 다운로드 확인,다운로드없이 파일 뷰어로 화면 이동,파일 탭 > 다운로드 확인 / 다운로드없이 파일 뷰어로 화면 이동,,다운로드없이 파일 뷰어로 화면 이동,기대결과 전체(1줄)가 실행 절차로 판단되어 실행 절차로 이동하였습니다. 명시적인 기대결과가 없어 별도 기재가 필요합니다.,행위 동사 종결: 다운로드없이 파일 뷰어로 화면 이동,
21.톡클라우드_버티컬(무료),89,separated,1. 검색 화면 > 달력 아이콘 탭,"Android 
 - 현재 날짜 기준 달력 노출 (디폴트 선택 : 오늘)
 - 좌우 스와이프 시, 월별 이동 
 - 상단 연월 클릭 시, 이동 가능한 연도 목록 노출 
 - 단일 날짜 선택 가능 
   - 오늘 이후 날짜 딤드 처리되어 선택 불가
   - [확인] 해당 날짜가 검색어 입력창에 표시되고 달력 종료
   - [취소] 변경 사항 없이 달력 종료

iOS 
 - 현재 날짜 기준 달력 노출 (디폴트 선택 : 오늘)
 - 좌우 스와이프 시, 월별 이동 
 - 상단 연월 클릭 시, 이동 가능한 연/월 목록 노출 
 - 단일 날짜","검색 화면 > 달력 아이콘 탭 / - 좌우 스와이프 시, 월별 이동 / - 좌우 스와이프 시, 월별 이동","Android / - 현재 날짜 기준 달력 노출 (디폴트 선택 : 오늘) / - 상단 연월 클릭 시, 이동 가능한 연도 목록 노출 / - 단일 날짜 선택 가능 / - 오늘 이후 날짜 딤드 처리되어 선택 불가 / - [확인] 해당 날짜가 검색어 입력창에 표시되고 달력 종료 / - [취소] 변경 사항 없이 달력 종료 / iOS / - 현재 날짜 기준 달력 노출 (디폴트 선택 : 오늘) / - 상단 연월 클릭 시, 이동 가능한 연/월 목록 노출 / - 단일 날짜 선택 가능 / - 오늘 이후 날짜 딤드 처리되어 선택 불가 / - [확인] 해당 날짜가 검색어 입력창에 표시되고 달력 종료 / - [취소] 변경 사항 없이 달력 종료","- 좌우 스와이프 시, 월별 이동 | - 좌우 스와이프 시, 월별 이동","""- 좌우 스와이프 시, 월별 이동""은 행위 동사로 끝나는 실행 절차이므로 실행 절차로 이동하였습니다. ""- 좌우 스와이프 시, 월별 이동""은 행위 동사로 끝나는 실행 절차이므로 실행 절차로 이동하였습니다. ""Android""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""- 현재 날짜 기준 달력 노출 (디폴트 선택 : 오늘)""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""- 상단 연월 클릭 시, 이동 가능한 연도 목록 노출""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""- 단일 날짜 선택 가능""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""- 오늘 이후 날짜 딤드 처리되어 선택 불가""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""- [확인] 해당 날짜가 검색어 입력창에 표시","행위 동사 종결: - 좌우 스와이프 시, 월별 이동 | 행위 동사 종결: - 좌우 스와이프 시, 월별 이동","상태 표현: Android | 상태 표현: - 현재 날짜 기준 달력 노출 (디폴트 선택 : 오늘) | 상태 표현: - 상단 연월 클릭 시, 이동 가능한 연도 목록 노출 | 상태 표현: - 단일 날짜 선택 가능 | 상태 표현: - 오늘 이후 날짜 딤드 처리되어 선택 불가 | 상태 표현: - [확인] 해당 날짜가 검색어 입력창에 표시되고 달력 종료 | 상태 표"
21.톡클라우드_버티컬(무료),91,separated,1. 검색 화면 > 달력 아이콘 탭 > 특정 날짜 선택,"선택된 날짜를 포함한 이전 기간 동안의 검색 결과 노출 
 - 검색 입력창 : [~yy. m. d], [보낸사람선택], [취소-ios]

 - 검색결과 n개 
 - 생성된 날짜 별로 파일 리스트 표시
   - 생성 날짜 : yyyy. m. d
   - 생성 시간별 최신순으로 정렬 (좌 -> 우 -> 아래)
 - 개별 파일 선택 시, 파일 뷰어로 이동","검색 화면 > 달력 아이콘 탭 > 특정 날짜 선택 / - 개별 파일 선택 시, 파일 뷰어로 이동","선택된 날짜를 포함한 이전 기간 동안의 검색 결과 노출 / - 검색 입력창 : [~yy. m. d], [보낸사람선택], [취소-ios] / - 검색결과 n개 / - 생성된 날짜 별로 파일 리스트 표시 / - 생성 날짜 : yyyy. m. d / - 생성 시간별 최신순으로 정렬 (좌 -> 우 -> 아래)","- 개별 파일 선택 시, 파일 뷰어로 이동","""- 개별 파일 선택 시, 파일 뷰어로 이동""은 행위 동사로 끝나는 실행 절차이므로 실행 절차로 이동하였습니다. ""선택된 날짜를 포함한 이전 기간 동안의 검색 결과 노출""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""- 검색 입력창 : [~yy. m. d], [보낸사람선택], [취소-ios]""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""- 검색결과 n개""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""- 생성된 날짜 별로 파일 리스트 표시""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""- 생성 날짜 : yyyy. m. d""은 최종 상태를 기술하는 기대결과로 유지하였습니다. ""- 생성 시간별 최신순으로 정렬 (좌 -> 우 -> 아래)""은 최종 상태를 기술하는 기대결과로 유지하였습니","행위 동사 종결: - 개별 파일 선택 시, 파일 뷰어로 이동","상태 표현: 선택된 날짜를 포함한 이전 기간 동안의 검색 결과 노출 | 상태 표현: - 검색 입력창 : [~yy. m. d], [보낸사람선택], [취소-ios] | 상태 표현: - 검색결과 n개 | 상태 표현: - 생성된 날짜 별로 파일 리스트 표시 | 상태 표현: - 생성 날짜 : yyyy. m. d | 상태 표현: - 생성 시간별 최신순으로 정렬 (좌 "
