service_name,category_1,category_2,category_3,category_4,tc_count
20.톡클라우드_인물분류,빈화면 확인,전체 목록 인물 0개 화면 확인,숨김처리시 화면 노출 확인,화면 이탈 후 푸시(Android),1
20.톡클라우드_인물분류,선택 개수 별 기능 활성화 확인,인물 이름,디폴트 값 확인,화면 이탈 후 푸시(Android),4
20.톡클라우드_인물분류,선택 공통,최대 선택 개수 초과 얼럿 확인,타입별 초기화,직접입력,1
20.톡클라우드_인물분류,이 인물이 아님,분류 제외 확인,최대 선택 개수 처리 확인,직접입력,1
20.톡클라우드_인물분류,이 인물이 아님,분류 제외 확인,혼합 전송,직접입력,1
20.톡클라우드_인물분류,인물 분류 시작하기,분류 진행 중(클러스트링 진행중),노티피케이션 알림 확인,앱 BG상태에서 확인,1
20.톡클라우드_인물분류,인물 분류 시작하기,분류 진행 중(클러스트링 진행중),노티피케이션 알림 확인,앱 FG상태에서 확인,1
20.톡클라우드_인물분류,인물 분류 시작하기,분류 진행 중(클러스트링 진행중),노티피케이션 푸시 진입 정책 확인,채팅방 > 분류 진행중,1
20.톡클라우드_인물분류,인물 분류 시작하기,분류 진행 중(클러스트링 진행중),노티피케이션 푸시 진입 정책 확인,클라우드홈 > 분류 진행중,1
20.톡클라우드_인물분류,인물 분류 시작하기,분류 진행 중(클러스트링 진행중),노티피케이션 푸시 진입 정책 확인,화면 이탈 후 푸시(Android),1
20.톡클라우드_인물분류,인물 분류 시작하기,분류 진행 중(클러스트링 진행중),노티피케이션 푸시 진입 정책 확인,화면 이탈 후 푸시(iOS),2
20.톡클라우드_인물분류,인물 분류 시작하기,분류 진행 중(클러스트링 진행중),진행중 화면 확인,,1
20.톡클라우드_인물분류,인물 분류 시작하기,분류 진행 중(클러스트링 진행중),진행중 화면 확인,진행중 재진입,1
20.톡클라우드_인물분류,인물 분류 시작하기,분류 진행 중(클러스트링 진행중),클러스트링 완료 시 화면 갱신 확인,앱 FG상태에서 확인,1
20.톡클라우드_인물분류,인물 분류 시작하기,신규 구독자 시작하기 화면 확인,사진 전송,원본 파일 보내기,1
20.톡클라우드_인물분류,인물 분류 진입점 확인,채팅방 플러스 메뉴,빨점 노출 정책,,2
20.톡클라우드_인물분류,인물 분류 진입점 확인,톡클라우드 홈 > 사이드 메뉴,,,1
20.톡클라우드_인물분류,인물 분류 진입점 확인,톡클라우드 홈 > 사이드 메뉴,빨점 노출 정책,,1
20.톡클라우드_인물분류,인물 숨기기,숨기기 및 목록 갱신,합치기,이름 없음,1
20.톡클라우드_인물분류,인물 숨기기,숨기기 후 UX 확인,타입별 초기화,직접입력,1
20.톡클라우드_인물분류,인물 숨기기,숨긴 인물 리스트,빈화면 표시,이름 없음,1
20.톡클라우드_인물분류,인물 숨기기,숨긴 인물 리스트,숨기기 해제,이름 없음,1
20.톡클라우드_인물분류,인물 숨기기,숨긴 인물 리스트,숨기기 해제,해제 시 분류처리 업데이트 확인,1
20.톡클라우드_인물분류,인물 숨기기,숨긴 인물 리스트,정렬 확인,이름 없음,1
20.톡클라우드_인물분류,인물 이름,나,숨기기 해제,해제 시 분류처리 업데이트 확인,1
20.톡클라우드_인물분류,인물 이름,이름 없음,숨기기 해제,해제 시 분류처리 업데이트 확인,1
20.톡클라우드_인물분류,인물 이름,직접 입력,숨기기 해제,해제 시 분류처리 업데이트 확인,1
20.톡클라우드_인물분류,인물 이름,친구,숨기기 해제,해제 시 분류처리 업데이트 확인,1
20.톡클라우드_인물분류,인물 지정(설정),공통,현재 설정한 항목 디폴트 선택,나,1
20.톡클라우드_인물분류,인물 지정(설정),공통,현재 설정한 항목 디폴트 선택,직접 입력,1
20.톡클라우드_인물분류,인물 지정(설정),공통,현재 설정한 항목 디폴트 선택,친구,1
20.톡클라우드_인물분류,인물 지정(설정),나로 지정,최초 지정,화면 이탈 후 푸시(Android),1
20.톡클라우드_인물분류,인물 지정(설정),나로 지정,추가 지정,화면 이탈 후 푸시(Android),1
20.톡클라우드_인물분류,인물 지정(설정),인물 정보 초기화,메뉴 비활성화 확인,기존 직접입력한 인물에 합치기,1
20.톡클라우드_인물분류,인물 지정(설정),인물 정보 초기화,타입별 초기화,매핑유저 - 나,1
20.톡클라우드_인물분류,인물 지정(설정),인물 정보 초기화,타입별 초기화,매핑유저 - 친구,1
20.톡클라우드_인물분류,인물 지정(설정),인물 정보 초기화,타입별 초기화,직접입력,1
20.톡클라우드_인물분류,인물 지정(설정),직접 입력,다른 인물로 분류하기,기존 직접입력한 인물에 합치기,1
20.톡클라우드_인물분류,인물 지정(설정),직접 입력,최초 설정,처음사용하는 이름으로 설정,1
20.톡클라우드_인물분류,인물 지정(설정),직접 입력,한 인물로 합치기,기존 직접입력한 인물에 합치기,1
20.톡클라우드_인물분류,인물 지정(설정),친구 목록에서 선택,최초 지정,화면 이탈 후 푸시(Android),1
20.톡클라우드_인물분류,인물 지정(설정),친구 목록에서 선택,친구 닉네임 노출 스펙 확인,닉네임 노출 우선순위 반영 확인,3
20.톡클라우드_인물분류,인물 지정(설정),친구 목록에서 선택,친구 닉네임 노출 스펙 확인,"닉네임 변경 확인
: 내가 수정",1
20.톡클라우드_인물분류,인물 지정(설정),친구 목록에서 선택,친구 닉네임 노출 스펙 확인,"닉네임 변경 확인
: 연락처 이름 변경",1
20.톡클라우드_인물분류,인물 지정(설정),친구 목록에서 선택,친구 닉네임 노출 스펙 확인,"닉네임 변경 확인
: 친구가 수정",1
20.톡클라우드_인물분류,인물 지정(설정),친구 목록에서 선택,친구 닉네임 노출 스펙 확인,삭제 후 닉네임 유지 확인,1
20.톡클라우드_인물분류,인물 지정(설정),친구 목록에서 선택,친구 닉네임 노출 스펙 확인,숨김 후 닉네임 유지 확인,1
20.톡클라우드_인물분류,인물 지정(설정),친구 목록에서 선택,친구 닉네임 노출 스펙 확인,차단 후 닉네임 유지 확인,1
20.톡클라우드_인물분류,인물 지정(설정),친구 목록에서 선택,친구 닉네임 노출 스펙 확인,톡 탈퇴 시 변경 확인,1
20.톡클라우드_인물분류,인물 지정(설정),친구 목록에서 선택,합치기,화면 이탈 후 푸시(Android),1
20.톡클라우드_인물분류,인물 지정(지정),나로 지정,최초 지정,해제 시 분류처리 업데이트 확인,1
20.톡클라우드_인물분류,인물 지정(지정),나로 지정,합치기,해제 시 분류처리 업데이트 확인,1
20.톡클라우드_인물분류,인물 지정(지정),인물 정보 초기화,메뉴 비활성화 확인,해제 시 분류처리 업데이트 확인,1
20.톡클라우드_인물분류,인물 지정(지정),인물 정보 초기화,타입별 초기화,매핑유저 - 나,1
20.톡클라우드_인물분류,인물 지정(지정),인물 정보 초기화,타입별 초기화,매핑유저 - 친구,1
20.톡클라우드_인물분류,인물 지정(지정),인물 정보 초기화,타입별 초기화,직접입력,1
20.톡클라우드_인물분류,인물 지정(지정),직접 입력,다른 인물로 분류하기,해제 시 분류처리 업데이트 확인,1
20.톡클라우드_인물분류,인물 지정(지정),직접 입력,처음사용하는 이름으로 설정,해제 시 분류처리 업데이트 확인,1
20.톡클라우드_인물분류,인물 지정(지정),직접 입력,한 인물로 합치기,해제 시 분류처리 업데이트 확인,1
20.톡클라우드_인물분류,인물 지정(지정),친구 목록에서 선택,최초 지정,해제 시 분류처리 업데이트 확인,1
20.톡클라우드_인물분류,인물 지정(지정),친구 목록에서 선택,합치기,해제 시 분류처리 업데이트 확인,1
20.톡클라우드_인물분류,인물 필터,디폴트 선택 확인,숨기기 해제,해제 시 분류처리 업데이트 확인,1
20.톡클라우드_인물분류,인물 필터,디폴트 선택 확인,타입별 초기화,직접입력,1
20.톡클라우드_인물분류,인물 필터,선택한 항목 존재 상태에서 필터 변경시 팝업 확인,선택한 인물만,직접입력,1
20.톡클라우드_인물분류,인물 필터,여러 인물 선택,선택한 인물만,직접입력,1
20.톡클라우드_인물분류,인물 필터,여러 인물 선택,선택한 인물만,해제 시 분류처리 업데이트 확인,1
20.톡클라우드_인물분류,인물 필터,여러 인물 선택,필터 해제,직접입력,1
20.톡클라우드_인물분류,인물 필터,여러 인물 선택,필터 해제,해제 시 분류처리 업데이트 확인,1
20.톡클라우드_인물분류,인물 필터,혼자만,숨기기 해제,해제 시 분류처리 업데이트 확인,1
20.톡클라우드_인물분류,인물 필터,혼자만,타입별 초기화,직접입력,1
20.톡클라우드_인물분류,인물 필터,혼자만,필터 해제,직접입력,1
20.톡클라우드_인물분류,인물 필터,혼자만,필터 해제,해제 시 분류처리 업데이트 확인,1
20.톡클라우드_인물분류,인물 합치기,합치기 대상 별 결과 확인,나,친구,1
20.톡클라우드_인물분류,인물 합치기,합치기 멀티 요청,개별 요청 가능 확인,이름 없음,1
20.톡클라우드_인물분류,인물 합치기,합치기 중 기능 제한 확인,대표 이미지 변경,이름 없음,1
20.톡클라우드_인물분류,인물 합치기,합치기 중 기능 제한 확인,숨기기,이름 없음,1
20.톡클라우드_인물분류,인물 합치기,합치기 중 기능 제한 확인,인물 이름 설정,이름 없음,1
20.톡클라우드_인물분류,인물 합치기,합치기 중 기능 제한 확인,합치기,이름 없음,1
20.톡클라우드_인물분류,저장,선택 후 저장,선택한 인물만,직접입력,1
20.톡클라우드_인물분류,저장,최대 저장 확인,선택한 인물만,직접입력,1
20.톡클라우드_인물분류,정렬 기준 우선순위,face group 생성 시간 순 확인,직접 입력한 인물 그룹 우선순위 확인,화면 이탈 후 푸시(Android),1
20.톡클라우드_인물분류,정렬 기준 우선순위,face group 생성 시간 순 확인,친구로 설정된 인물 그룹 우선순위 확인,화면 이탈 후 푸시(Android),1
20.톡클라우드_인물분류,정렬 기준 우선순위,"나, 친구, 직접 입력 우선순위 확인",분류 제외 시 버블 유지 확인,화면 이탈 후 푸시(Android),1
20.톡클라우드_인물분류,정렬 기준 우선순위,파일 많은 순 우선순위 확인,직접 입력한 인물 그룹 우선순위 확인,화면 이탈 후 푸시(Android),1
20.톡클라우드_인물분류,정렬 기준 우선순위,파일 많은 순 우선순위 확인,친구로 설정된 인물 그룹 우선순위 확인,화면 이탈 후 푸시(Android),1
20.톡클라우드_인물분류,톡클라우드 파일 전송하기,인물 분류에서 전송,"단일 선택 후 공유
: 드라이브 데이터",사진 전송,1
20.톡클라우드_인물분류,톡클라우드 파일 전송하기,인물 분류에서 전송,"단일 선택 후 공유
: 드라이브 데이터",원본 파일 보내기,2
20.톡클라우드_인물분류,톡클라우드 파일 전송하기,인물 분류에서 전송,"단일 선택 후 공유
: 버티컬 데이터",사진 전송,1
20.톡클라우드_인물분류,톡클라우드 파일 전송하기,인물 분류에서 전송,"복수 선택 후 공유
: 드라이브 only",사진 전송,1
20.톡클라우드_인물분류,톡클라우드 파일 전송하기,인물 분류에서 전송,"복수 선택 후 공유
: 드라이브 only",원본파일 보내기,2
20.톡클라우드_인물분류,톡클라우드 파일 전송하기,인물 분류에서 전송,"복수 선택 후 공유
: 드라이브 only",파일 전송,1
20.톡클라우드_인물분류,톡클라우드 파일 전송하기,인물 분류에서 전송,"복수 선택 후 공유
: 드라이브 only",혼합 전송,1
20.톡클라우드_인물분류,톡클라우드 파일 전송하기,인물 분류에서 전송,"복수 선택 후 공유
: 드라이브, 버티컬 혼합",사진 전송,1
20.톡클라우드_인물분류,톡클라우드 파일 전송하기,인물 분류에서 전송,"복수 선택 후 공유
: 드라이브, 버티컬 혼합",원본파일 보내기,2
20.톡클라우드_인물분류,톡클라우드 파일 전송하기,인물 분류에서 전송,"복수 선택 후 공유
: 드라이브, 버티컬 혼합",혼합 전송,2
20.톡클라우드_인물분류,톡클라우드 파일 전송하기,인물 분류에서 전송,"복수 선택 후 공유
: 버티컬 only",사진 전송,1
20.톡클라우드_인물분류,파일 목록 표시,중요 표시 항목 확인,중요 표시 노출,해제 시 분류처리 업데이트 확인,2
20.톡클라우드_인물분류,파일 목록 표시,페이징 처리 확인,삭제 후 확인,해제 시 분류처리 업데이트 확인,1
20.톡클라우드_인물분류,파일 카운트,파일 카운트 표시 확인,분류 제외 후 확인,해제 시 분류처리 업데이트 확인,1
20.톡클라우드_인물분류,파일 카운트,파일 카운트 표시 확인,삭제 후 확인,해제 시 분류처리 업데이트 확인,1
20.톡클라우드_인물분류,파일 카운트,파일 카운트 표시 확인,선택한 인물만,해제 시 분류처리 업데이트 확인,1
20.톡클라우드_인물분류,하단 메뉴 확인,공유 : 드라이브 데이터,사진 전송,원본 파일 보내기,1
20.톡클라우드_인물분류,하단 메뉴 확인,공유 : 드라이브 데이터,사진 전송,직접입력,1
20.톡클라우드_인물분류,하단 메뉴 확인,공유 : 버티컬 데이터,사진 전송,원본 파일 보내기,1
20.톡클라우드_인물분류,하단 메뉴 확인,상세정보,사진 전송,원본 파일 보내기,1
20.톡클라우드_인물분류,하단 메뉴 확인,인물 분류 제외,사진 전송,원본 파일 보내기,1
20.톡클라우드_인물분류,하단 메뉴 확인,저장,드라이브 데이터,직접입력,1
20.톡클라우드_인물분류,하단 메뉴 확인,저장,버티컬 데이터,직접입력,1
20.톡클라우드_인물분류,하단 메뉴 확인,휴지통,사진 전송,원본 파일 보내기,1
20.톡클라우드_인물분류,화면 내 기능,빈화면 표시 확인,새로고침,해제 시 분류처리 업데이트 확인,2
20.톡클라우드_인물분류,화면 내 기능,빈화면 표시 확인,중요 표시 노출,해제 시 분류처리 업데이트 확인,1
20.톡클라우드_인물분류,화면 내 기능,"스크롤 시 대표 이미지, 필터 영역 가려짐 확인",중요 표시 노출,해제 시 분류처리 업데이트 확인,1
20.톡클라우드_인물분류,휴지통,"드라이브, 버티컬에서 휴지통으로 이동 시 제외처리 확인",복원 시 재분류 확인,직접입력,2
20.톡클라우드_인물분류,휴지통,휴지통으로 이동 확인,복원 시 재분류 확인,직접입력,1
20.톡클라우드_인물분류,휴지통,휴지통으로 이동 확인,최대 선택 개수 처리 확인,직접입력,1
21.톡클라우드_버티컬(무료),1.0,0.0,1.0,8.0,1
21.톡클라우드_버티컬(무료),검색,검색 결과,날짜 검색,전달 가능한 최대 개수 초과,1
21.톡클라우드_버티컬(무료),검색,검색 결과,날짜 검색,"전달 불가
 - 전달 가능한 최대 개수 초과",2
21.톡클라우드_버티컬(무료),검색,검색 결과,보낸 사람 검색,전달 가능한 최대 개수 초과,2
21.톡클라우드_버티컬(무료),검색,검색 결과,보낸 사람 검색,"전달 불가
 - 전달 가능한 최대 개수 초과",1
21.톡클라우드_버티컬(무료),검색,검색 결과,보낸사람 검색,"전달 불가
 - 전달 가능한 최대 개수 초과",1
21.톡클라우드_버티컬(무료),검색,검색 결과,키워드 검색,"전달 불가
 - 전달 가능한 최대 개수 초과",2
21.톡클라우드_버티컬(무료),검색,검색 화면 이동,선택 가능한 최대 개수 초과 (공통 스펙),전달 가능한 최대 개수 초과,1
21.톡클라우드_버티컬(무료),검색,검색 화면 이동,선택 가능한 최대 개수 초과 (공통 스펙),"전달 불가
 - 전달 가능한 최대 개수 초과",2
21.톡클라우드_버티컬(무료),검색,달력 UI,선택 가능한 최대 개수 초과 (공통 스펙),전달 가능한 최대 개수 초과,1
21.톡클라우드_버티컬(무료),검색,달력 UI,선택 가능한 최대 개수 초과 (공통 스펙),"전달 불가
 - 전달 가능한 최대 개수 초과",2
21.톡클라우드_버티컬(무료),다중 선택 화면,다중 선택 버튼 [V],동작 확인,의심 URL,1
21.톡클라우드_버티컬(무료),다중 선택 화면,다중 선택 버튼 [V],동작 확인,전달 가능한 최대 개수 초과,1
21.톡클라우드_버티컬(무료),다중 선택 화면,다중 선택 버튼 [V],동작 확인,채팅방에서 진입,1
21.톡클라우드_버티컬(무료),다중 선택 화면,하단 옵션 메뉴,삭제하기,전달 가능한 최대 개수 초과,1
21.톡클라우드_버티컬(무료),다중 선택 화면,하단 옵션 메뉴,삭제하기,"전달 불가
 - 전달 가능한 최대 개수 초과",2
21.톡클라우드_버티컬(무료),다중 선택 화면,하단 옵션 메뉴,선택 가능한 최대 개수 초과 (공통 스펙),전달 가능한 최대 개수 초과,1
21.톡클라우드_버티컬(무료),다중 선택 화면,하단 옵션 메뉴,선택 가능한 최대 개수 초과 (공통 스펙),"전달 불가
 - 전달 가능한 최대 개수 초과",2
21.톡클라우드_버티컬(무료),다중 선택 화면,하단 옵션 메뉴,저장하기,저장 가능한 최대 개수 초과,1
21.톡클라우드_버티컬(무료),다중 선택 화면,하단 옵션 메뉴,저장하기,저장 불가,2
21.톡클라우드_버티컬(무료),다중 선택 화면,하단 옵션 메뉴,저장하기,저장 완료,1
21.톡클라우드_버티컬(무료),다중 선택 화면,하단 옵션 메뉴,톡으로 전달하기,전달 가능한 최대 개수 초과,1
21.톡클라우드_버티컬(무료),다중 선택 화면,하단 옵션 메뉴,톡으로 전달하기,전달 불가,2
21.톡클라우드_버티컬(무료),다중 선택 화면,하단 옵션 메뉴,톡으로 전달하기,"전달 불가
 - 전달 가능한 최대 개수 초과",2
21.톡클라우드_버티컬(무료),다중 선택 화면,하단 옵션 메뉴,톡으로 전달하기,전달 완료,5
21.톡클라우드_버티컬(무료),링크 리스트,개별 리스트,썸네일,의심 URL,1
21.톡클라우드_버티컬(무료),링크 리스트,개별 리스트,썸네일,정상 URL,1
21.톡클라우드_버티컬(무료),링크 리스트,열기,알림 팝업,의심 URL,2
21.톡클라우드_버티컬(무료),링크 리스트,열기,의심 URL,의심 URL,1
21.톡클라우드_버티컬(무료),링크 리스트,열기,정상 URL,의심 URL,1
21.톡클라우드_버티컬(무료),링크 리스트,전체 리스트,채팅방 정렬 기준,"전달 불가
 - 전달 가능한 최대 개수 초과",1
21.톡클라우드_버티컬(무료),"사진, 동영상 리스트",개별 미디어 리스트,썸네일,동영상,1
21.톡클라우드_버티컬(무료),"사진, 동영상 리스트",개별 미디어 리스트,썸네일,만료 동영상,2
21.톡클라우드_버티컬(무료),"사진, 동영상 리스트",개별 미디어 리스트,썸네일,만료 사진,2
21.톡클라우드_버티컬(무료),"사진, 동영상 리스트",개별 미디어 리스트,썸네일,묶음 사진,1
21.톡클라우드_버티컬(무료),"사진, 동영상 리스트",개별 미디어 리스트,썸네일,사진,1
21.톡클라우드_버티컬(무료),"사진, 동영상 리스트",전체 리스트,채팅방 정렬 기준,,1
21.톡클라우드_버티컬(무료),"사진, 동영상 상세 화면",UI,동영상 상세 화면,서랍에서 진입,1
21.톡클라우드_버티컬(무료),"사진, 동영상 상세 화면",UI,동영상 상세 화면,채팅방에서 진입,1
21.톡클라우드_버티컬(무료),"사진, 동영상 상세 화면",UI,사진 상세 화면,서랍에서 진입,1
21.톡클라우드_버티컬(무료),"사진, 동영상 상세 화면",UI,사진 상세 화면,채팅방에서 진입,1
21.톡클라우드_버티컬(무료),"사진, 동영상 상세 화면",더보기,"다른 앱으로 공유
 - only android",채팅방에서 진입,1
21.톡클라우드_버티컬(무료),"사진, 동영상 상세 화면",더보기,상세 정보,채팅방에서 진입,1
21.톡클라우드_버티컬(무료),"사진, 동영상 상세 화면",삭제하기,동영상 상세 화면,채팅방에서 진입,1
21.톡클라우드_버티컬(무료),"사진, 동영상 상세 화면",스와이프,"다른 앱으로 공유
 - only android",채팅방에서 진입,1
21.톡클라우드_버티컬(무료),"사진, 동영상 상세 화면",저장하기,동영상 상세 화면,채팅방에서 진입,1
21.톡클라우드_버티컬(무료),"사진, 동영상 상세 화면",톡으로 전달하기,동영상 상세 화면,채팅방에서 진입,2
21.톡클라우드_버티컬(무료),진입점,나챗방,톡클라우드 아이콘,,1
21.톡클라우드_버티컬(무료),진입점,더보기 탭,톡클라우드,,1
21.톡클라우드_버티컬(무료),진입점,채팅방 서랍,링크,,1
21.톡클라우드_버티컬(무료),진입점,채팅방 서랍,사진/동영상,,1
21.톡클라우드_버티컬(무료),진입점,채팅방 서랍,파일,,1
21.톡클라우드_버티컬(무료),채팅방 미디어 알림방,만료 미디어 말풍선,모두 기기에 저장하기,저장 완료,1
21.톡클라우드_버티컬(무료),채팅방 미디어 알림방,만료 미디어 말풍선,미디어 상세 화면 진입,상세 기능 동작 확인,1
21.톡클라우드_버티컬(무료),채팅방 미디어 알림방,전체 구성,1.0,8.0,1
21.톡클라우드_버티컬(무료),채팅방 미디어 알림방,전체 보기 화면,모두 기기에 저장하기,파일 다운로드,1
21.톡클라우드_버티컬(무료),채팅방 미디어 알림방,전체 보기 화면,사진 탭,다운로드 동작 확인,1
21.톡클라우드_버티컬(무료),채팅방 미디어 알림방,전체 보기 화면,사진 탭,정상 미디어 (만료 전),1
21.톡클라우드_버티컬(무료),채팅방 미디어 알림방,전체 보기 화면,파일 탭,정상 (만료 전),1
21.톡클라우드_버티컬(무료),채팅방 미디어 알림방,전체 보기 화면,파일 탭,파일 다운로드,1
21.톡클라우드_버티컬(무료),채팅방 필터,노출 기준,채팅방 정렬 기준,,1
21.톡클라우드_버티컬(무료),채팅방 필터,노출 기준,채팅방 정렬 기준,전달 가능한 최대 개수 초과,1
21.톡클라우드_버티컬(무료),채팅방 필터,노출 기준,채팅방 정렬 기준,"전달 불가
 - 전달 가능한 최대 개수 초과",1
21.톡클라우드_버티컬(무료),채팅방 필터,필터 진입,채팅방 정렬 기준,,1
21.톡클라우드_버티컬(무료),채팅방 필터,필터 진입,채팅방 정렬 기준,전달 가능한 최대 개수 초과,1
21.톡클라우드_버티컬(무료),채팅방 필터,필터 진입,채팅방 정렬 기준,"전달 불가
 - 전달 가능한 최대 개수 초과",1
21.톡클라우드_버티컬(무료),파일 리스트,개별 리스트,썸네일,전달 가능한 최대 개수 초과,1
21.톡클라우드_버티컬(무료),파일 리스트,다운로드 및 열기,썸네일,전달 가능한 최대 개수 초과,2
21.톡클라우드_버티컬(무료),파일 리스트,다운로드 및 열기,알림 팝업,전달 가능한 최대 개수 초과,2
21.톡클라우드_버티컬(무료),파일 리스트,전체 리스트,채팅방 정렬 기준,전달 가능한 최대 개수 초과,1
21.톡클라우드_버티컬(무료),화면 구성,빈화면,링크,,1
21.톡클라우드_버티컬(무료),화면 구성,빈화면,보낸 사람 검색,전달 가능한 최대 개수 초과,1
21.톡클라우드_버티컬(무료),화면 구성,빈화면,보낸 사람 검색,"전달 불가
 - 전달 가능한 최대 개수 초과",1
21.톡클라우드_버티컬(무료),화면 구성,전체 UI,링크,,1
21.톡클라우드_버티컬(무료),화면 구성,전체 UI,보낸 사람 검색,전달 가능한 최대 개수 초과,1
21.톡클라우드_버티컬(무료),화면 구성,전체 UI,보낸 사람 검색,"전달 불가
 - 전달 가능한 최대 개수 초과",1
21.톡클라우드_버티컬(무료),화면 구성,전체 UI,스크롤,,2
21.톡클라우드_버티컬(무료),화면 구성,전체 UI,스크롤,전달 가능한 최대 개수 초과,2
21.톡클라우드_버티컬(무료),화면 구성,전체 UI,스크롤,"전달 불가
 - 전달 가능한 최대 개수 초과",2
22.톡클라우드_버티컬(유료),- 톡클라우드 유예 상태,드라이브 임시 저장 파일 관리,설정 변경 (OFF > ON),"과거 데이터 업로드 후 
 - 설정 변경 (OFF > ON)",1
22.톡클라우드_버티컬(유료),- 톡클라우드 유예 상태,카카오톡 용량 자동 관리,설정 변경 (OFF > ON),"과거 데이터 업로드 후 
 - 설정 변경 (OFF > ON)",1
22.톡클라우드_버티컬(유료),- 톡클라우드 유예 상태,카카오톡 용량 자동 관리,진입 화면,"과거 데이터 업로드 후 
 - 설정 변경 (OFF > ON)",1
22.톡클라우드_버티컬(유료),GNB 영역,GNB 영역 노출 항목 확인,링크,실패,1
22.톡클라우드_버티컬(유료),GNB 영역,드라이브,링크,실패,2
22.톡클라우드_버티컬(유료),GNB 영역,드라이브,유예 상태 유저,실패,1
22.톡클라우드_버티컬(유료),GNB 영역,드라이브,저장공간 부족,실패,1
22.톡클라우드_버티컬(유료),GNB 영역,서비스 BI 로고,링크,실패,1
22.톡클라우드_버티컬(유료),GNB 영역,창닫기,링크,실패,1
22.톡클라우드_버티컬(유료),검색,검색 결과,날짜 검색,공유피커 풀피커 > 채팅방에 전달,1
22.톡클라우드_버티컬(유료),검색,검색 결과,날짜 검색,선택 가능 갯수 초과,1
22.톡클라우드_버티컬(유료),검색,검색 결과,날짜 검색,외부 공유,1
22.톡클라우드_버티컬(유료),검색,검색 결과,날짜 검색,텍스트 문서,1
22.톡클라우드_버티컬(유료),검색,검색 결과,최근 나에게 보낸사람 검색,공유피커 풀피커 > 채팅방에 전달,1
22.톡클라우드_버티컬(유료),검색,검색 결과,최근 나에게 보낸사람 검색,외부 공유,1
22.톡클라우드_버티컬(유료),검색,검색 결과,최근 나에게 보낸사람 검색,텍스트 문서,1
22.톡클라우드_버티컬(유료),검색,검색 결과,"키워드 검색
 - 내 태그",공유피커 풀피커 > 채팅방에 전달,1
22.톡클라우드_버티컬(유료),검색,검색 결과,"키워드 검색
 - 내 태그
 - 특정 키워드",텍스트 문서,1
22.톡클라우드_버티컬(유료),검색,검색 결과,"키워드 검색
 - 내 태그 
 - 특정 키워드",외부 공유,1
22.톡클라우드_버티컬(유료),검색,검색 결과,키워드로 검색,선택 가능 갯수 초과,1
22.톡클라우드_버티컬(유료),검색,검색 화면 이동,삭제하기,선택 가능 갯수 초과,1
22.톡클라우드_버티컬(유료),검색,검색 화면 이동,선택 가능한 최대 개수 초과 (공통 스펙),공유피커 풀피커 > 채팅방에 전달,1
22.톡클라우드_버티컬(유료),검색,검색 화면 이동,선택 가능한 최대 개수 초과 (공통 스펙),외부 공유,1
22.톡클라우드_버티컬(유료),검색,검색 화면 이동,선택 가능한 최대 개수 초과 (공통 스펙),풀피커 > 채팅방에 전달,1
22.톡클라우드_버티컬(유료),검색,검색 화면 이동,추천 태그 이동,PDF,1
22.톡클라우드_버티컬(유료),검색,검색 화면 이동,추천 태그 이동,스프레드시트,1
22.톡클라우드_버티컬(유료),검색,검색 화면 이동,추천 태그 이동,중요,1
22.톡클라우드_버티컬(유료),검색,검색 화면 이동,추천 태그 이동,텍스트 문서,1
22.톡클라우드_버티컬(유료),검색,검색 화면 이동,추천 태그 이동,프리젠테이션,1
22.톡클라우드_버티컬(유료),검색,달력 UI,선택 가능한 최대 개수 초과 (공통 스펙),공유피커 풀피커 > 채팅방에 전달,1
22.톡클라우드_버티컬(유료),검색,달력 UI,선택 가능한 최대 개수 초과 (공통 스펙),외부 공유,1
22.톡클라우드_버티컬(유료),검색,달력 UI,추천 태그 이동,텍스트 문서,1
22.톡클라우드_버티컬(유료),"고정 태그
 - GET /bookmark​/tag",태그 목록,페이징 (fetchCount),My 비밀번호 오류,2
22.톡클라우드_버티컬(유료),"고정 태그
 - GET /bookmark​/tag",태그 선택 및 선택 해제,페이징 (fetchCount),My 비밀번호 오류,2
22.톡클라우드_버티컬(유료),"고정 태그
 - GET /bookmark​/tag",태그 선택 상태로 상세 화면 진입,페이징 (fetchCount),My 비밀번호 오류,1
22.톡클라우드_버티컬(유료),공지사항 영역,조건부 노출,유예 상태 유저,실패,4
22.톡클라우드_버티컬(유료),과거 데이터 보관하기,https://appcenter.onkakao.net/apps/89e39353-0100-458a-9174-7318aa183c5b/releases/76624,저장포맷 확인,실패,1
22.톡클라우드_버티컬(유료),과거 데이터 보관하기,"백업 후, 시작하기 완료",저장포맷 확인,실패,1
22.톡클라우드_버티컬(유료),나의 구독정보,서비스 해지,서비스 해지 알림,목록 삭제,1
22.톡클라우드_버티컬(유료),나의 구독정보,서비스 해지,서비스 해지하기,목록 삭제,1
22.톡클라우드_버티컬(유료),나의 구독정보,신규 매대 진입 확인,랜딩 동작 확인,목록 삭제,1
22.톡클라우드_버티컬(유료),나의 구독정보,용량 정보,랜딩 동작 확인,목록 삭제,1
22.톡클라우드_버티컬(유료),내 태그 및 추천 태그,태그 목록,나간 채팅방,공유피커 풀피커 > 채팅방에 전달,4
22.톡클라우드_버티컬(유료),내 태그 및 추천 태그,태그 목록,나간 채팅방,선택모드 > 복수,4
