service_name,row_number,category,label,evidence,source_field,keyword,reason,confidence
21.톡클라우드_버티컬(무료),29,동영상_존재,동영상 존재,1. 동영상 썸네일 확인,test_step,동영상,Test Step에 동영상 관련 동작이 포함되어 있어 동영상 파일이 기기에 존재해야 합니다.,medium
21.톡클라우드_버티컬(무료),30,동영상_존재,동영상 존재,1. 만료 동영상 썸네일 확인,test_step,동영상,Test Step에 동영상 관련 동작이 포함되어 있어 동영상 파일이 기기에 존재해야 합니다.,medium
21.톡클라우드_버티컬(무료),31,동영상_존재,동영상 존재,1. 만료 동영상 썸네일 확인,test_step,동영상,Test Step에 동영상 관련 동작이 포함되어 있어 동영상 파일이 기기에 존재해야 합니다.,medium
21.톡클라우드_버티컬(무료),33,사진_존재,사진/이미지 존재,1. 톡클라우드 무료 홈 > 사진/동영상 > 사진 탭 > 상세 화면 확인,test_step,사진,Test Step에 사진 관련 동작이 포함되어 있어 사진이 기기에 존재해야 합니다.,medium
21.톡클라우드_버티컬(무료),33,동영상_존재,동영상 존재,1. 톡클라우드 무료 홈 > 사진/동영상 > 사진 탭 > 상세 화면 확인,test_step,동영상,Test Step에 동영상 관련 동작이 포함되어 있어 동영상 파일이 기기에 존재해야 합니다.,medium
21.톡클라우드_버티컬(무료),33,백업_존재,백업 데이터 존재,1. 톡클라우드 무료 홈 > 사진/동영상 > 사진 탭 > 상세 화면 확인,test_step,톡클라우드,Test Step에 백업 관련 동작이 포함되어 있어 백업 데이터가 사전에 존재해야 합니다.,medium
21.톡클라우드_버티컬(무료),34,채팅방_존재,채팅방 생성 완료,1. 채팅방 내 전송된 사진 탭 > 사진 상세 화면 확인,test_step,채팅방,Test Step에 채팅방 관련 동작이 포함되어 있어 채팅방이 사전에 생성되어 있어야 합니다.,medium
21.톡클라우드_버티컬(무료),34,사진_존재,사진/이미지 존재,1. 채팅방 내 전송된 사진 탭 > 사진 상세 화면 확인,test_step,사진,Test Step에 사진 관련 동작이 포함되어 있어 사진이 기기에 존재해야 합니다.,medium
21.톡클라우드_버티컬(무료),34,특정_OS,특정 OS 필요,"- [저장하기], [톡으로 전달하기], [삭제하기], [편집-only ios] [더보기]",expected_result,only ios,기대결과에 특정 OS 조건이 명시되어 있어 해당 OS 환경이 필요합니다.,medium
21.톡클라우드_버티컬(무료),35,사진_존재,사진/이미지 존재,1. 톡클라우드 무료 홈 > 사진/동영상 > 동영상 탭 > 상세 화면 확인,test_step,사진,Test Step에 사진 관련 동작이 포함되어 있어 사진이 기기에 존재해야 합니다.,medium
21.톡클라우드_버티컬(무료),35,동영상_존재,동영상 존재,1. 톡클라우드 무료 홈 > 사진/동영상 > 동영상 탭 > 상세 화면 확인,test_step,동영상,Test Step에 동영상 관련 동작이 포함되어 있어 동영상 파일이 기기에 존재해야 합니다.,medium
21.톡클라우드_버티컬(무료),35,백업_존재,백업 데이터 존재,1. 톡클라우드 무료 홈 > 사진/동영상 > 동영상 탭 > 상세 화면 확인,test_step,톡클라우드,Test Step에 백업 관련 동작이 포함되어 있어 백업 데이터가 사전에 존재해야 합니다.,medium
21.톡클라우드_버티컬(무료),36,채팅방_존재,채팅방 생성 완료,1. 채팅방 내 전송된 사진 탭 > 동영상 상세 화면 확인,test_step,채팅방,Test Step에 채팅방 관련 동작이 포함되어 있어 채팅방이 사전에 생성되어 있어야 합니다.,medium
21.톡클라우드_버티컬(무료),36,사진_존재,사진/이미지 존재,1. 채팅방 내 전송된 사진 탭 > 동영상 상세 화면 확인,test_step,사진,Test Step에 사진 관련 동작이 포함되어 있어 사진이 기기에 존재해야 합니다.,medium
21.톡클라우드_버티컬(무료),36,동영상_존재,동영상 존재,1. 채팅방 내 전송된 사진 탭 > 동영상 상세 화면 확인,test_step,동영상,Test Step에 동영상 관련 동작이 포함되어 있어 동영상 파일이 기기에 존재해야 합니다.,medium
21.톡클라우드_버티컬(무료),37,채팅방_존재,채팅방 생성 완료,채팅방에서 진입,category_4,채팅방,화면전개에 채팅방 관련 동작이 포함되어 있어 채팅방이 사전에 생성되어 있어야 합니다.,medium
21.톡클라우드_버티컬(무료),37,사진_존재,사진/이미지 존재,1. 사진 또는 동영상 상세 화면 > [저장하기] 버튼 탭,test_step,사진,Test Step에 사진 관련 동작이 포함되어 있어 사진이 기기에 존재해야 합니다.,medium
21.톡클라우드_버티컬(무료),37,동영상_존재,동영상 존재,1. 사진 또는 동영상 상세 화면 > [저장하기] 버튼 탭,test_step,동영상,Test Step에 동영상 관련 동작이 포함되어 있어 동영상 파일이 기기에 존재해야 합니다.,medium
21.톡클라우드_버티컬(무료),38,채팅방_존재,채팅방 생성 완료,2. 선택한 친구 혹은 채팅방에 공유 전달(발신)됨,expected_result,채팅방,기대결과에 채팅방 관련 동작이 포함되어 있어 채팅방이 사전에 생성되어 있어야 합니다.,medium
21.톡클라우드_버티컬(무료),38,사진_존재,사진/이미지 존재,1. 사진 또는 동영상 상세 화면 > [톡으로 전달하기] 버튼 탭,test_step,사진,Test Step에 사진 관련 동작이 포함되어 있어 사진이 기기에 존재해야 합니다.,medium
21.톡클라우드_버티컬(무료),38,동영상_존재,동영상 존재,1. 사진 또는 동영상 상세 화면 > [톡으로 전달하기] 버튼 탭,test_step,동영상,Test Step에 동영상 관련 동작이 포함되어 있어 동영상 파일이 기기에 존재해야 합니다.,medium
21.톡클라우드_버티컬(무료),39,채팅방_존재,채팅방 생성 완료,2. 선택한 친구 혹은 채팅방에 공유 전달(발신)됨,expected_result,채팅방,기대결과에 채팅방 관련 동작이 포함되어 있어 채팅방이 사전에 생성되어 있어야 합니다.,medium
21.톡클라우드_버티컬(무료),39,사진_존재,사진/이미지 존재,1. 묶음 사진 상세 화면 > [톡으로 전달하기] 버튼 탭,test_step,사진,Test Step에 사진 관련 동작이 포함되어 있어 사진이 기기에 존재해야 합니다.,medium
21.톡클라우드_버티컬(무료),40,채팅방_존재,채팅방 생성 완료,채팅방에서 진입,category_4,채팅방,화면전개에 채팅방 관련 동작이 포함되어 있어 채팅방이 사전에 생성되어 있어야 합니다.,medium
21.톡클라우드_버티컬(무료),40,사진_존재,사진/이미지 존재,1. 사진 또는 동영상 상세 화면 > [삭제하기] 버튼 탭,test_step,사진,Test Step에 사진 관련 동작이 포함되어 있어 사진이 기기에 존재해야 합니다.,medium
21.톡클라우드_버티컬(무료),40,동영상_존재,동영상 존재,1. 사진 또는 동영상 상세 화면 > [삭제하기] 버튼 탭,test_step,동영상,Test Step에 동영상 관련 동작이 포함되어 있어 동영상 파일이 기기에 존재해야 합니다.,medium
21.톡클라우드_버티컬(무료),41,채팅방_존재,채팅방 생성 완료,채팅방에서 진입,category_4,채팅방,화면전개에 채팅방 관련 동작이 포함되어 있어 채팅방이 사전에 생성되어 있어야 합니다.,medium
21.톡클라우드_버티컬(무료),41,사진_존재,사진/이미지 존재,1. 사진 또는 동영상 > [더보기] 탭 > [상세정보] 버튼 탭,test_step,사진,Test Step에 사진 관련 동작이 포함되어 있어 사진이 기기에 존재해야 합니다.,medium
21.톡클라우드_버티컬(무료),41,동영상_존재,동영상 존재,1. 사진 또는 동영상 > [더보기] 탭 > [상세정보] 버튼 탭,test_step,동영상,Test Step에 동영상 관련 동작이 포함되어 있어 동영상 파일이 기기에 존재해야 합니다.,medium
21.톡클라우드_버티컬(무료),42,채팅방_존재,채팅방 생성 완료,채팅방에서 진입,category_4,채팅방,화면전개에 채팅방 관련 동작이 포함되어 있어 채팅방이 사전에 생성되어 있어야 합니다.,medium
21.톡클라우드_버티컬(무료),42,사진_존재,사진/이미지 존재,1. 사진 또는 동영상 > [더보기] 탭 > [다른 앱으로 공유] 버튼 탭,test_step,사진,Test Step에 사진 관련 동작이 포함되어 있어 사진이 기기에 존재해야 합니다.,medium
21.톡클라우드_버티컬(무료),42,동영상_존재,동영상 존재,1. 사진 또는 동영상 > [더보기] 탭 > [다른 앱으로 공유] 버튼 탭,test_step,동영상,Test Step에 동영상 관련 동작이 포함되어 있어 동영상 파일이 기기에 존재해야 합니다.,medium
21.톡클라우드_버티컬(무료),42,특정_OS,특정 OS 필요,- only android,category_3,only android,분류3에 특정 OS 조건이 명시되어 있어 해당 OS 환경이 필요합니다.,medium
21.톡클라우드_버티컬(무료),43,채팅방_존재,채팅방 생성 완료,채팅방에서 진입,category_4,채팅방,화면전개에 채팅방 관련 동작이 포함되어 있어 채팅방이 사전에 생성되어 있어야 합니다.,medium
21.톡클라우드_버티컬(무료),43,사진_존재,사진/이미지 존재,- 묶음 사진 > 내부 이동,expected_result,사진,기대결과에 사진 관련 동작이 포함되어 있어 사진이 기기에 존재해야 합니다.,medium
21.톡클라우드_버티컬(무료),43,특정_OS,특정 OS 필요,- only android,category_3,only android,분류3에 특정 OS 조건이 명시되어 있어 해당 OS 환경이 필요합니다.,medium
21.톡클라우드_버티컬(무료),45,채팅방_존재,채팅방 생성 완료,채팅방에서 진입,category_4,채팅방,화면전개에 채팅방 관련 동작이 포함되어 있어 채팅방이 사전에 생성되어 있어야 합니다.,medium
21.톡클라우드_버티컬(무료),45,설정_변경,특정 설정 상태,"- [저장하기], [톡으로 전달하기], [삭제하기] 버튼 활성화 상태",expected_result,활성화 상태,기대결과에 특정 설정 상태에 대한 언급이 있어 해당 설정이 사전에 변경되어 있어야 합니다.,medium
21.톡클라우드_버티컬(무료),46,사진_존재,사진/이미지 존재,"1. 다중 선택 화면 > 사진, 동영상 30개 이하 선택 > [저장하기] 버튼 탭",test_step,사진,Test Step에 사진 관련 동작이 포함되어 있어 사진이 기기에 존재해야 합니다.,medium
21.톡클라우드_버티컬(무료),46,동영상_존재,동영상 존재,"1. 다중 선택 화면 > 사진, 동영상 30개 이하 선택 > [저장하기] 버튼 탭",test_step,동영상,Test Step에 동영상 관련 동작이 포함되어 있어 동영상 파일이 기기에 존재해야 합니다.,medium
21.톡클라우드_버티컬(무료),47,사진_존재,사진/이미지 존재,"1. 다중 선택 화면 > 만료된 사진, 동영상 선택 > [저장하기] 버튼 탭",test_step,사진,Test Step에 사진 관련 동작이 포함되어 있어 사진이 기기에 존재해야 합니다.,medium
21.톡클라우드_버티컬(무료),47,동영상_존재,동영상 존재,"1. 다중 선택 화면 > 만료된 사진, 동영상 선택 > [저장하기] 버튼 탭",test_step,동영상,Test Step에 동영상 관련 동작이 포함되어 있어 동영상 파일이 기기에 존재해야 합니다.,medium
21.톡클라우드_버티컬(무료),47,백업_존재,백업 데이터 존재,톡클라우드를 구독하면 미디어 파일이 자동으로 백업되어 언제든 확인할 수 있어요!,expected_result,백업,기대결과에 백업 관련 동작이 포함되어 있어 백업 데이터가 사전에 존재해야 합니다.,medium
21.톡클라우드_버티컬(무료),47,구독_상태,구독/결제 완료,톡클라우드를 구독하면 미디어 파일이 자동으로 백업되어 언제든 확인할 수 있어요!,expected_result,구독,기대결과에 구독 또는 결제 상태에 대한 언급이 있어 사전에 구독/결제가 완료된 상태여야 합니다.,medium
21.톡클라우드_버티컬(무료),48,사진_존재,사진/이미지 존재,"1. 다중 선택 화면 > 만료된 사진, 동영상을 포함한 미디어 다중 선택 > [저장하기] 버튼 탭",test_step,사진,Test Step에 사진 관련 동작이 포함되어 있어 사진이 기기에 존재해야 합니다.,medium
21.톡클라우드_버티컬(무료),48,동영상_존재,동영상 존재,"1. 다중 선택 화면 > 만료된 사진, 동영상을 포함한 미디어 다중 선택 > [저장하기] 버튼 탭",test_step,동영상,Test Step에 동영상 관련 동작이 포함되어 있어 동영상 파일이 기기에 존재해야 합니다.,medium
21.톡클라우드_버티컬(무료),48,백업_존재,백업 데이터 존재,톡클라우드를 구독하면 미디어 파일이 자동으로 백업되어 언제든 확인할 수 있어요!,expected_result,백업,기대결과에 백업 관련 동작이 포함되어 있어 백업 데이터가 사전에 존재해야 합니다.,medium
21.톡클라우드_버티컬(무료),48,구독_상태,구독/결제 완료,톡클라우드를 구독하면 미디어 파일이 자동으로 백업되어 언제든 확인할 수 있어요!,expected_result,구독,기대결과에 구독 또는 결제 상태에 대한 언급이 있어 사전에 구독/결제가 완료된 상태여야 합니다.,medium
21.톡클라우드_버티컬(무료),49,사진_존재,사진/이미지 존재,"1. 다중 선택 화면 > 사진, 동영상 30개 초과 선택 > [저장하기] 버튼 탭",test_step,사진,Test Step에 사진 관련 동작이 포함되어 있어 사진이 기기에 존재해야 합니다.,medium
21.톡클라우드_버티컬(무료),49,동영상_존재,동영상 존재,"1. 다중 선택 화면 > 사진, 동영상 30개 초과 선택 > [저장하기] 버튼 탭",test_step,동영상,Test Step에 동영상 관련 동작이 포함되어 있어 동영상 파일이 기기에 존재해야 합니다.,medium
21.톡클라우드_버티컬(무료),50,채팅방_존재,채팅방 생성 완료,선택한 채팅방으로 전달 완료,expected_result,채팅방,기대결과에 채팅방 관련 동작이 포함되어 있어 채팅방이 사전에 생성되어 있어야 합니다.,medium
21.톡클라우드_버티컬(무료),50,사진_존재,사진/이미지 존재,"1. 다중 선택 화면 > 사진, 동영상 30개 이하 선택 > [톡으로 전달하기] 버튼 탭",test_step,사진,Test Step에 사진 관련 동작이 포함되어 있어 사진이 기기에 존재해야 합니다.,medium
21.톡클라우드_버티컬(무료),50,동영상_존재,동영상 존재,"1. 다중 선택 화면 > 사진, 동영상 30개 이하 선택 > [톡으로 전달하기] 버튼 탭",test_step,동영상,Test Step에 동영상 관련 동작이 포함되어 있어 동영상 파일이 기기에 존재해야 합니다.,medium
21.톡클라우드_버티컬(무료),51,채팅방_존재,채팅방 생성 완료,채팅방 미디어 피커 > 사진 묶어보내기 off,precondition,채팅방,사전조건 컬럼에 채팅방 관련 동작이 포함되어 있어 채팅방이 사전에 생성되어 있어야 합니다.,high
21.톡클라우드_버티컬(무료),51,사진_존재,사진/이미지 존재,1. 다중 선택 화면 > 사진 2개 이상 선택 > [톡으로 전달하기] 버튼 탭,test_step,사진,Test Step에 사진 관련 동작이 포함되어 있어 사진이 기기에 존재해야 합니다.,medium
21.톡클라우드_버티컬(무료),52,채팅방_존재,채팅방 생성 완료,채팅방 미디어 피커 > 사진 묶어보내기 : on,precondition,채팅방,사전조건 컬럼에 채팅방 관련 동작이 포함되어 있어 채팅방이 사전에 생성되어 있어야 합니다.,high
21.톡클라우드_버티컬(무료),52,사진_존재,사진/이미지 존재,1. 다중 선택 화면 > 사진 2개 이상 선택 > [톡으로 전달하기] 버튼 탭,test_step,사진,Test Step에 사진 관련 동작이 포함되어 있어 사진이 기기에 존재해야 합니다.,medium
21.톡클라우드_버티컬(무료),53,사진_존재,사진/이미지 존재,"1. 다중 선택 화면 > 만료된 사진, 동영상 선택 > [톡으로 전달하기] 버튼 탭",test_step,사진,Test Step에 사진 관련 동작이 포함되어 있어 사진이 기기에 존재해야 합니다.,medium
21.톡클라우드_버티컬(무료),53,동영상_존재,동영상 존재,"1. 다중 선택 화면 > 만료된 사진, 동영상 선택 > [톡으로 전달하기] 버튼 탭",test_step,동영상,Test Step에 동영상 관련 동작이 포함되어 있어 동영상 파일이 기기에 존재해야 합니다.,medium
21.톡클라우드_버티컬(무료),54,사진_존재,사진/이미지 존재,"1. 다중 선택 화면 > 만료된 사진, 동영상을 포함한 미디어 다중 선택 > [톡으로 전달하기] 버튼 탭",test_step,사진,Test Step에 사진 관련 동작이 포함되어 있어 사진이 기기에 존재해야 합니다.,medium
21.톡클라우드_버티컬(무료),54,동영상_존재,동영상 존재,"1. 다중 선택 화면 > 만료된 사진, 동영상을 포함한 미디어 다중 선택 > [톡으로 전달하기] 버튼 탭",test_step,동영상,Test Step에 동영상 관련 동작이 포함되어 있어 동영상 파일이 기기에 존재해야 합니다.,medium
21.톡클라우드_버티컬(무료),55,사진_존재,사진/이미지 존재,"1. 다중 선택 화면 > 사진, 동영상 30개 초과 선택 > [톡으로 전달하기] 버튼 탭",test_step,사진,Test Step에 사진 관련 동작이 포함되어 있어 사진이 기기에 존재해야 합니다.,medium
21.톡클라우드_버티컬(무료),55,동영상_존재,동영상 존재,"1. 다중 선택 화면 > 사진, 동영상 30개 초과 선택 > [톡으로 전달하기] 버튼 탭",test_step,동영상,Test Step에 동영상 관련 동작이 포함되어 있어 동영상 파일이 기기에 존재해야 합니다.,medium
21.톡클라우드_버티컬(무료),56,채팅방_존재,채팅방 생성 완료,- 채팅방 챗로그도 삭제됨,expected_result,채팅방,기대결과에 채팅방 관련 동작이 포함되어 있어 채팅방이 사전에 생성되어 있어야 합니다.,medium
21.톡클라우드_버티컬(무료),56,사진_존재,사진/이미지 존재,"1. 다중 선택 화면 > 사진, 동영상 선택 > [삭제하기] 버튼 탭",test_step,사진,Test Step에 사진 관련 동작이 포함되어 있어 사진이 기기에 존재해야 합니다.,medium
21.톡클라우드_버티컬(무료),56,동영상_존재,동영상 존재,"1. 다중 선택 화면 > 사진, 동영상 선택 > [삭제하기] 버튼 탭",test_step,동영상,Test Step에 동영상 관련 동작이 포함되어 있어 동영상 파일이 기기에 존재해야 합니다.,medium
21.톡클라우드_버티컬(무료),57,사진_존재,사진/이미지 존재,"1. 다중 선택 화면 > 사진, 동영상 300개 초과 선택",test_step,사진,Test Step에 사진 관련 동작이 포함되어 있어 사진이 기기에 존재해야 합니다.,medium
21.톡클라우드_버티컬(무료),57,동영상_존재,동영상 존재,"1. 다중 선택 화면 > 사진, 동영상 300개 초과 선택",test_step,동영상,Test Step에 동영상 관련 동작이 포함되어 있어 동영상 파일이 기기에 존재해야 합니다.,medium
21.톡클라우드_버티컬(무료),61,사진_존재,사진/이미지 존재,"- 사진, 동영상 n개",expected_result,사진,기대결과에 사진 관련 동작이 포함되어 있어 사진이 기기에 존재해야 합니다.,medium
21.톡클라우드_버티컬(무료),61,동영상_존재,동영상 존재,"- 사진, 동영상 n개",expected_result,동영상,기대결과에 동영상 관련 동작이 포함되어 있어 동영상 파일이 기기에 존재해야 합니다.,medium
21.톡클라우드_버티컬(무료),61,검색결과_존재,검색 결과 존재,선택된 날짜를 포함한 이전 기간 동안의 검색 결과 노출,expected_result,검색 결과,기대결과에 검색 결과 관련 동작이 포함되어 있어 검색 결과가 존재하는 상태여야 합니다.,medium
21.톡클라우드_버티컬(무료),63,검색결과_존재,검색 결과 존재,"- 검색 결과 화면 : ""검색 결과가 없습니다."" 문구",expected_result,검색 결과,기대결과에 검색 결과 관련 동작이 포함되어 있어 검색 결과가 존재하는 상태여야 합니다.,medium
21.톡클라우드_버티컬(무료),64,사진_존재,사진/이미지 존재,"선택한 친구가 발신한 사진, 동영상 목록 노출",expected_result,사진,기대결과에 사진 관련 동작이 포함되어 있어 사진이 기기에 존재해야 합니다.,medium
21.톡클라우드_버티컬(무료),64,동영상_존재,동영상 존재,"선택한 친구가 발신한 사진, 동영상 목록 노출",expected_result,동영상,기대결과에 동영상 관련 동작이 포함되어 있어 동영상 파일이 기기에 존재해야 합니다.,medium
21.톡클라우드_버티컬(무료),67,채팅방_존재,채팅방 생성 완료,"- ""파일이 없습니다 \n채팅방에서 주고 받은 파일을 여기에 모아보고, 간편하게 관리하세요.""",expected_result,채팅방,기대결과에 채팅방 관련 동작이 포함되어 있어 채팅방이 사전에 생성되어 있어야 합니다.,medium
21.톡클라우드_버티컬(무료),67,백업_존재,백업 데이터 존재,1. 톡클라우드 무료 홈 > 파일,test_step,톡클라우드,Test Step에 백업 관련 동작이 포함되어 있어 백업 데이터가 사전에 존재해야 합니다.,medium
21.톡클라우드_버티컬(무료),68,채팅방_존재,채팅방 생성 완료,1. 채팅방 > 채팅방 서랍 > 파일 탭  > [파일 전체보기] 버튼 선택,test_step,채팅방,Test Step에 채팅방 관련 동작이 포함되어 있어 채팅방이 사전에 생성되어 있어야 합니다.,medium
21.톡클라우드_버티컬(무료),70,기타,기타 사전조건,다중 선택 액션 상태,precondition,,사전조건 컬럼에 기재된 내용이 있으나 표준 카테고리로 분류되지 않았습니다.,medium
21.톡클라우드_버티컬(무료),72,채팅방_존재,채팅방 생성 완료,1. 채팅방 필터 영역 확인,test_step,채팅방,Test Step에 채팅방 관련 동작이 포함되어 있어 채팅방이 사전에 생성되어 있어야 합니다.,medium
21.톡클라우드_버티컬(무료),72,사진_존재,사진/이미지 존재,"- 채팅방 이미지, 채팅방명 표시",expected_result,이미지,기대결과에 사진 관련 동작이 포함되어 있어 사진이 기기에 존재해야 합니다.,medium
21.톡클라우드_버티컬(무료),73,채팅방_존재,채팅방 생성 완료,1. 채팅방 필터 영역 > [채팅방 목록] 탭 선택,test_step,채팅방,Test Step에 채팅방 관련 동작이 포함되어 있어 채팅방이 사전에 생성되어 있어야 합니다.,medium
21.톡클라우드_버티컬(무료),75,채팅방_존재,채팅방 생성 완료,채팅방 정렬 기준,category_3,채팅방,분류3에 채팅방 관련 동작이 포함되어 있어 채팅방이 사전에 생성되어 있어야 합니다.,medium
21.톡클라우드_버티컬(무료),75,파일_존재,파일 존재,"- 개별 파일 선택 시, 파일 뷰어로 이동",expected_result,파일 선택,기대결과에 파일 전송 동작이 포함되어 있어 전송할 파일이 사전에 존재해야 합니다.,medium
21.톡클라우드_버티컬(무료),77,파일_존재,파일 존재,- 다운로드 된 파일 선택 시 파일 뷰어로 화면 이동,expected_result,파일 선택,기대결과에 파일 전송 동작이 포함되어 있어 전송할 파일이 사전에 존재해야 합니다.,medium
21.톡클라우드_버티컬(무료),78,기타,기타 사전조건,다운로드 : O,precondition,,사전조건 컬럼에 기재된 내용이 있으나 표준 카테고리로 분류되지 않았습니다.,medium
21.톡클라우드_버티컬(무료),79,기타,기타 사전조건,"다운로드 : X
- 친구가 아닌 유저가 보낸 파일",precondition,,사전조건 컬럼에 기재된 내용이 있으나 표준 카테고리로 분류되지 않았습니다.,medium
21.톡클라우드_버티컬(무료),80,기타,기타 사전조건,"다운로드 : X
- 차단한 사용자가 보낸 파일",precondition,,사전조건 컬럼에 기재된 내용이 있으나 표준 카테고리로 분류되지 않았습니다.,medium
21.톡클라우드_버티컬(무료),82,설정_변경,특정 설정 상태,"- [톡으로 전달하기], [삭제하기] 버튼 활성화 상태",expected_result,활성화 상태,기대결과에 특정 설정 상태에 대한 언급이 있어 해당 설정이 사전에 변경되어 있어야 합니다.,medium
21.톡클라우드_버티컬(무료),83,채팅방_존재,채팅방 생성 완료,선택한 채팅방으로 전달 완료,expected_result,채팅방,기대결과에 채팅방 관련 동작이 포함되어 있어 채팅방이 사전에 생성되어 있어야 합니다.,medium
21.톡클라우드_버티컬(무료),85,파일_존재,파일 존재,1. 다중 선택 화면 > 파일 선택 > [삭제하기] 버튼 탭,test_step,파일 선택,Test Step에 파일 전송 동작이 포함되어 있어 전송할 파일이 사전에 존재해야 합니다.,medium
21.톡클라우드_버티컬(무료),91,파일_존재,파일 존재,"- 개별 파일 선택 시, 파일 뷰어로 이동",expected_result,파일 선택,기대결과에 파일 전송 동작이 포함되어 있어 전송할 파일이 사전에 존재해야 합니다.,medium
21.톡클라우드_버티컬(무료),91,검색결과_존재,검색 결과 존재,선택된 날짜를 포함한 이전 기간 동안의 검색 결과 노출,expected_result,검색 결과,기대결과에 검색 결과 관련 동작이 포함되어 있어 검색 결과가 존재하는 상태여야 합니다.,medium
21.톡클라우드_버티컬(무료),92,파일_존재,파일 존재,"- 개별 파일 선택 시, 파일 뷰어로 이동",expected_result,파일 선택,기대결과에 파일 전송 동작이 포함되어 있어 전송할 파일이 사전에 존재해야 합니다.,medium
21.톡클라우드_버티컬(무료),93,파일_존재,파일 존재,"- 개별 파일 선택 시, 파일 뷰어로 이동",expected_result,파일 선택,기대결과에 파일 전송 동작이 포함되어 있어 전송할 파일이 사전에 존재해야 합니다.,medium
21.톡클라우드_버티컬(무료),96,채팅방_존재,채팅방 생성 완료,"- ""링크가 없습니다 \n채팅방에서 주고 받은 링크를 여기에 모아보고, 간편하게 관리하세요.""",expected_result,채팅방,기대결과에 채팅방 관련 동작이 포함되어 있어 채팅방이 사전에 생성되어 있어야 합니다.,medium
21.톡클라우드_버티컬(무료),96,백업_존재,백업 데이터 존재,1. 톡클라우드 무료 홈 > 링크,test_step,톡클라우드,Test Step에 백업 관련 동작이 포함되어 있어 백업 데이터가 사전에 존재해야 합니다.,medium
21.톡클라우드_버티컬(무료),97,채팅방_존재,채팅방 생성 완료,1. 채팅방 > 채팅방 서랍 > 링크 탭 > [링크 전체보기] 버튼 선택,test_step,채팅방,Test Step에 채팅방 관련 동작이 포함되어 있어 채팅방이 사전에 생성되어 있어야 합니다.,medium
21.톡클라우드_버티컬(무료),99,기타,기타 사전조건,다중 선택 액션 상태,precondition,,사전조건 컬럼에 기재된 내용이 있으나 표준 카테고리로 분류되지 않았습니다.,medium
21.톡클라우드_버티컬(무료),101,채팅방_존재,채팅방 생성 완료,1. 채팅방 필터 영역 확인,test_step,채팅방,Test Step에 채팅방 관련 동작이 포함되어 있어 채팅방이 사전에 생성되어 있어야 합니다.,medium
21.톡클라우드_버티컬(무료),101,사진_존재,사진/이미지 존재,"- 채팅방 이미지, 채팅방명 표시",expected_result,이미지,기대결과에 사진 관련 동작이 포함되어 있어 사진이 기기에 존재해야 합니다.,medium
21.톡클라우드_버티컬(무료),102,채팅방_존재,채팅방 생성 완료,1. 채팅방 필터 영역 > [채팅방 목록] 탭 선택,test_step,채팅방,Test Step에 채팅방 관련 동작이 포함되어 있어 채팅방이 사전에 생성되어 있어야 합니다.,medium
21.톡클라우드_버티컬(무료),104,채팅방_존재,채팅방 생성 완료,채팅방 정렬 기준,category_3,채팅방,분류3에 채팅방 관련 동작이 포함되어 있어 채팅방이 사전에 생성되어 있어야 합니다.,medium
21.톡클라우드_버티컬(무료),109,기타,기타 사전조건,"다운로드 : X
- 친구가 아닌 유저가 보낸 링크",precondition,,사전조건 컬럼에 기재된 내용이 있으나 표준 카테고리로 분류되지 않았습니다.,medium
21.톡클라우드_버티컬(무료),110,기타,기타 사전조건,"다운로드 : X
- 차단한 사용자가 보낸 링크",precondition,,사전조건 컬럼에 기재된 내용이 있으나 표준 카테고리로 분류되지 않았습니다.,medium
21.톡클라우드_버티컬(무료),112,설정_변경,특정 설정 상태,"- [톡으로 전달하기], [삭제하기] 버튼 활성화 상태",expected_result,활성화 상태,기대결과에 특정 설정 상태에 대한 언급이 있어 해당 설정이 사전에 변경되어 있어야 합니다.,medium
21.톡클라우드_버티컬(무료),113,채팅방_존재,채팅방 생성 완료,선택한 채팅방으로 전달 완료,expected_result,채팅방,기대결과에 채팅방 관련 동작이 포함되어 있어 채팅방이 사전에 생성되어 있어야 합니다.,medium
21.톡클라우드_버티컬(무료),121,검색결과_존재,검색 결과 존재,선택된 날짜를 포함한 이전 기간 동안의 검색 결과 노출,expected_result,검색 결과,기대결과에 검색 결과 관련 동작이 포함되어 있어 검색 결과가 존재하는 상태여야 합니다.,medium
21.톡클라우드_버티컬(무료),127,사진_존재,사진/이미지 존재,- 오늘(y월 m일) 저장 기간이 끝나는 사진/동영상/파일이 있어요.,expected_result,사진,기대결과에 사진 관련 동작이 포함되어 있어 사진이 기기에 존재해야 합니다.,medium
21.톡클라우드_버티컬(무료),127,동영상_존재,동영상 존재,- 오늘(y월 m일) 저장 기간이 끝나는 사진/동영상/파일이 있어요.,expected_result,동영상,기대결과에 동영상 관련 동작이 포함되어 있어 동영상 파일이 기기에 존재해야 합니다.,medium
21.톡클라우드_버티컬(무료),129,채팅방_존재,채팅방 생성 완료,1. 미디어 만료 알림 채팅방 진입,test_step,채팅방,Test Step에 채팅방 관련 동작이 포함되어 있어 채팅방이 사전에 생성되어 있어야 합니다.,medium
21.톡클라우드_버티컬(무료),129,사진_존재,사진/이미지 존재,4) 미리보기 썸네일 (only 사진/동영상),expected_result,사진,기대결과에 사진 관련 동작이 포함되어 있어 사진이 기기에 존재해야 합니다.,medium
